,v1_unit,dlgn_unit,upper_bound,ampc,loss
2429,1,1_1,0.3,0.03238,0.0928
2430,1,1_1,0.3,0.02371,0.1058
2431,1,1_1,0.3,0.02634,0.1024
2432,1,1_1,0.3,0.05463,0.1265
2433,1,1_1,0.3,0.03732,0.0875
2434,1,1_1,0.3,0.03824,0.1649
2435,1,1_1,0.3,0.01996,0.0874
2436,1,1_1,0.3,0.03275,0.0934
2437,1,1_1,0.3,0.04303,0.1449
2438,1,1_1,0.3,0.03134,0.0879
2439,1,1_1,0.3,0.03087,0.0869
2440,1,1_1,0.3,0.03099,0.0903
2441,1,1_1,0.3,0.0406,0.1022
2442,1,1_1,0.3,0.03278,0.0924
2443,1,1_1,0.3,0.02628,0.1165
2444,1,1_1,0.3,0.03653,0.1187
2445,1,1_1,0.3,0.02849,0.1058
2446,1,1_1,0.3,0.03064,0.1079
2447,1,1_1,0.3,0.0456,0.1013
2448,1,1_1,0.3,0.02557,0.1142
2449,1,1_1,0.3,0.03583,0.0876
2450,1,1_1,0.3,0.03757,0.1263
2451,1,1_1,0.3,0.03622,0.11884
2452,1,1_1,0.3,0.04135,0.1439
2453,1,1_1,0.3,0.04684,0.1161
2454,1,1_1,0.3,0.0382,0.10175
2455,1,1_1,0.3,0.04535,0.1464
2456,1,1_1,0.3,0.0449,0.1404
2457,1,1_1,0.3,0.0348,0.1322
2458,1,1_1,0.3,0.04398,0.1187
2459,1,1_1,0.3,0.02954,0.0896
2460,1,1_1,0.3,0.03757,0.1007
2461,1,1_1,0.3,0.04163,0.10205
2462,1,1_1,0.3,0.03946,0.1527
2463,1,1_1,0.3,0.03934,0.0935
2464,1,1_1,0.3,0.0349,0.08636
2465,1,1_1,0.3,0.03021,0.084
2466,1,1_1,0.3,0.04102,0.11017
2467,1,1_1,0.3,0.0327,0.11194
2468,1,1_1,0.3,0.03787,0.086
2469,1,1_1,0.3,0.03452,0.0991
2470,1,1_1,0.3,0.03021,0.09875
2471,1,1_1,0.3,0.04077,0.1322
2472,1,1_1,0.3,0.02345,0.08203
2473,1,1_1,0.3,0.04214,0.11304
2474,1,1_1,0.3,0.04153,0.11993
2475,1,1_1,0.3,0.02837,0.0955
2476,1,1_1,0.3,0.03128,0.12085
2477,1,1_1,0.3,0.04718,0.1423
2478,1,1_1,0.3,0.04367,0.1412
2479,1,1_1,0.3,0.03021,0.08704
2480,1,1_1,0.3,0.02356,0.1006
2481,1,1_1,0.3,0.02426,0.1304
2482,1,1_1,0.3,0.04898,0.1464
2483,1,1_1,0.3,0.0328,0.0994
2484,1,1_1,0.3,0.02557,0.10065
2485,1,1_1,0.3,0.0293,0.0839
2486,1,1_1,0.3,0.0334,0.10944
2487,1,1_1,0.3,0.02733,0.1486
2488,1,1_1,0.3,0.0407,0.1274
2489,1,1_1,0.3,0.02562,0.0919
2490,1,1_1,0.3,0.0409,0.10004
2491,1,1_1,0.3,0.03525,0.1092
2492,1,1_1,0.3,0.03204,0.1101
2493,1,1_1,0.3,0.0489,0.1461
2494,1,1_1,0.3,0.02586,0.1051
2495,1,1_1,0.3,0.0353,0.1067
2496,1,1_1,0.3,0.03674,0.109
2497,1,1_1,0.3,0.02951,0.1254
2498,1,1_1,0.3,0.04474,0.1185
2499,1,1_1,0.3,0.04025,0.1344
2500,1,1_1,0.3,0.05185,0.1171
2501,1,1_1,0.3,0.03038,0.0941
2502,1,1_1,0.3,0.03613,0.0866
2503,1,1_1,0.3,0.0363,0.0993
2504,1,1_1,0.3,0.0324,0.0863
2505,1,1_1,0.3,0.0314,0.0984
2506,1,1_1,0.3,0.02818,0.2155
2507,1,1_1,0.3,0.02533,0.0832
2508,1,1_1,0.3,0.03595,0.10876
2509,1,1_1,0.3,0.02841,0.08765
2510,1,1_1,0.3,0.04297,0.09625
2511,1,1_1,0.3,0.03275,0.1299
2512,1,1_1,0.3,0.03903,0.1251
2513,1,1_1,0.3,0.02455,0.1505
2514,1,1_1,0.3,0.03284,0.09644
2515,1,1_1,0.3,0.03035,0.0999
2516,1,1_1,0.3,0.03378,0.0905
2517,1,1_1,0.3,0.05646,0.1194
2518,1,1_1,0.3,0.03174,0.1052
2519,1,1_1,0.3,0.03253,0.0957
2520,1,1_1,0.3,0.04083,0.1158
2521,1,1_1,0.3,0.03735,0.10223
2522,1,1_1,0.3,0.03748,0.1091
2523,1,1_1,0.3,0.03207,0.1035
2524,1,1_1,0.3,0.02396,0.0842
2525,1,1_1,0.3,0.04074,0.1002
2526,1,1_1,0.3,0.02672,0.08923
2527,1,1_1,0.3,0.02922,0.0761
2528,1,1_1,0.3,0.0385,0.09766
2529,1,1_1,0.3,0.04263,0.143
2530,1,1_1,0.3,0.04944,0.126
2531,1,1_1,0.3,0.03217,0.1185
2532,1,1_1,0.3,0.02237,0.075
2533,1,1_1,0.3,0.02835,0.0994
2534,1,1_1,0.3,0.03049,0.0908
2535,1,1_1,0.3,0.05627,0.11786
2536,1,1_1,0.3,0.04498,0.124
2537,1,1_1,0.3,0.01974,0.08496
2538,1,1_1,0.3,0.04138,0.09045
2539,1,1_1,0.3,0.03265,0.08606
2540,1,1_1,0.3,0.04572,0.09076
2541,1,1_1,0.3,0.04544,0.1237
2542,1,1_1,0.3,0.0329,0.0873
2543,1,1_1,0.3,0.04462,0.1298
2544,1,1_1,0.3,0.03476,0.1021
2545,1,1_1,0.3,0.0443,0.1049
2546,1,1_1,0.3,0.0404,0.0933
2547,1,1_1,0.3,0.03427,0.1414
2548,1,1_1,0.3,0.03735,0.1081
2549,1,1_1,0.3,0.04416,0.1316
2550,1,1_1,0.3,0.03232,0.0993
2551,1,1_1,0.3,0.04068,0.11206
2552,1,1_1,0.3,0.02444,0.141
2553,1,1_1,0.3,0.0437,0.1037
2554,1,1_1,0.3,0.0358,0.11084
2555,1,1_1,0.3,0.02994,0.08856
2556,1,1_1,0.3,0.03238,0.11786
2557,1,1_1,0.3,0.04083,0.10986
2558,1,1_1,0.3,0.0261,0.1003
2559,1,1_1,0.3,0.03677,0.10333
2560,1,1_1,0.3,0.02982,0.12134
2561,1,1_1,0.3,0.03833,0.0936
2562,1,1_1,0.3,0.0357,0.1108
2563,1,1_1,0.3,0.03925,0.1271
2564,1,1_1,0.3,0.0338,0.1288
2565,1,1_1,0.3,0.03009,0.09033
2566,1,1_1,0.3,0.04556,0.1274
2567,1,1_1,0.3,0.03235,0.0831
2568,1,1_1,0.3,0.0432,0.11487
2569,1,1_1,0.3,0.03812,0.09906
2570,1,1_1,0.3,0.04147,0.1116
2571,1,1_1,0.3,0.03096,0.09143
2572,1,1_1,0.3,0.05093,0.1138
2573,1,1_1,0.3,0.02562,0.1265
2574,1,1_1,0.3,0.02898,0.1229
2575,1,1_1,0.3,0.0394,0.1313
2576,1,1_1,0.3,0.04855,0.0945
2577,1,1_1,0.3,0.02802,0.1019
2578,1,1_1,0.3,0.0384,0.1036
2579,1,1_1,0.3,0.0316,0.084
2580,1,1_1,0.3,0.03204,0.0871
2581,1,1_1,0.3,0.0465,0.10156
2582,1,1_1,0.3,0.03001,0.1227
2583,1,1_1,0.3,0.0465,0.09955
2584,1,1_1,0.3,0.0431,0.0963
2585,1,1_1,0.3,0.04343,0.11017
2586,1,1_1,0.3,0.03702,0.09326
2587,1,1_1,0.3,0.03026,0.09784
2588,1,1_1,0.3,0.0455,0.1088
2589,1,1_1,0.3,0.04242,0.10504
2590,1,1_1,0.3,0.02281,0.07635
2591,1,1_1,0.3,0.05005,0.0933
2592,1,1_1,0.3,0.03702,0.11
2593,1,1_1,0.3,0.05173,0.103
2594,1,1_1,0.3,0.03998,0.09814
2595,1,1_1,0.3,0.03061,0.0811
2596,1,1_1,0.3,0.0445,0.1066
2597,1,1_1,0.3,0.034,0.09296
2598,1,1_1,0.3,0.03912,0.0889
2599,1,1_1,0.3,0.05124,0.11835
2600,1,1_1,0.3,0.04596,0.10175
2601,1,1_1,0.3,0.03995,0.1135
2602,1,1_1,0.3,0.03476,0.1498
2603,1,1_1,0.3,0.04907,0.1018
2604,1,1_1,0.3,0.03806,0.1129
2605,1,1_1,0.3,0.02618,0.0859
2606,1,1_1,0.3,0.02303,0.0869
2607,1,1_1,0.3,0.03693,0.1039
2608,1,1_1,0.3,0.0428,0.11145
2609,1,1_1,0.3,0.04614,0.1678
2610,1,1_1,0.3,0.02704,0.10706
2611,1,1_1,0.3,0.04675,0.1233
2612,1,1_1,0.3,0.0424,0.1089
2613,1,1_1,0.3,0.02948,0.0793
2614,1,1_1,0.3,0.0351,0.0999
2615,1,1_1,0.3,0.03134,0.0977
2616,1,1_1,0.3,0.03903,0.1395
2617,1,1_1,0.3,0.03882,0.0971
2618,1,1_1,0.3,0.04135,0.10693
2619,1,1_1,0.3,0.03055,0.0901
2620,1,1_1,0.3,0.03232,0.1098
2621,1,1_1,0.3,0.02681,0.0938
2622,1,1_1,0.3,0.03726,0.1514
2623,1,1_1,0.3,0.0294,0.1439
2624,1,1_1,0.3,0.03108,0.0839
2625,1,1_1,0.3,0.02061,0.0862
2626,1,1_1,0.3,0.04047,0.2112
2627,1,1_1,0.3,0.03326,0.1321
2628,1,1_1,0.3,0.04147,0.12213
2629,1,1_1,0.3,0.04196,0.1075
2630,1,1_1,0.3,0.05072,0.1036
2631,1,1_1,0.3,0.0387,0.1719
2632,1,1_1,0.3,0.05045,0.12195
2633,1,1_1,0.3,0.0527,0.10016
2634,1,1_1,0.3,0.06018,0.1299
2635,1,1_1,0.3,0.04208,0.09625
2636,1,1_1,0.3,0.03345,0.0899
2637,1,1_1,0.3,0.03287,0.0838
2638,1,1_1,0.3,0.0505,0.1216
2639,1,1_1,0.3,0.03525,0.094
2640,1,1_1,0.3,0.0303,0.1026
2641,1,1_1,0.3,0.0426,0.1362
2642,1,1_1,0.3,0.02269,0.09033
2643,1,1_1,0.3,0.0428,0.1143
2644,1,1_1,0.3,0.0279,0.08307
2645,1,1_1,0.3,0.03354,0.1114
2646,1,1_1,0.3,0.05048,0.09033
2647,1,1_1,0.3,0.02374,0.11847
2648,1,1_1,0.3,0.02924,0.08777
2649,1,1_1,0.3,0.04996,0.1044
2650,1,1_1,0.3,0.03796,0.11566
2651,1,1_1,0.3,0.02823,0.096
2652,1,1_1,0.3,0.03824,0.11816
2653,1,1_1,0.3,0.03062,0.0848
2654,1,1_1,0.3,0.03644,0.131
2655,1,1_1,0.3,0.04248,0.1234
2656,1,1_1,0.3,0.0225,0.137
2657,1,1_1,0.3,0.02026,0.1675
2658,1,1_1,0.3,0.02563,0.08203
2659,1,1_1,0.3,0.0394,0.089
2660,1,1_1,0.3,0.02841,0.0961
2661,1,1_1,0.3,0.03262,0.1137
2662,1,1_1,0.3,0.03708,0.1166
2663,1,1_1,0.3,0.04047,0.1653
2664,1,1_1,0.3,0.02408,0.11597
2665,1,1_1,0.3,0.03114,0.1009
2666,1,1_1,0.3,0.04688,0.10236
2667,1,1_1,0.3,0.03186,0.10406
2668,1,1_1,0.3,0.03262,0.0926
2669,1,1_1,0.3,0.0362,0.0891
2670,1,1_1,0.3,0.05536,0.11255
2671,1,1_1,0.3,0.02606,0.08527
2672,1,1_1,0.3,0.02544,0.0926
2673,1,1_1,0.3,0.02939,0.11993
2674,1,1_1,0.3,0.03433,0.09534
2675,1,1_1,0.3,0.0479,0.1447
2676,1,1_1,0.3,0.0406,0.1003
2677,1,1_1,0.3,0.03992,0.09454
2678,1,1_1,0.3,0.04517,0.1448
2679,1,1_1,0.3,0.0466,0.1476
2680,1,1_1,0.3,0.05078,0.09644
2681,1,1_1,0.3,0.04202,0.0947
2682,1,1_1,0.3,0.04883,0.107
2683,1,1_1,0.3,0.04266,0.09204
2684,1,1_1,0.3,0.02745,0.1427
2685,1,1_1,0.3,0.0514,0.11017
2686,1,1_1,0.3,0.0401,0.09906
2687,1,1_1,0.3,0.03165,0.10486
2688,1,1_1,0.3,0.03705,0.09717
2689,1,1_1,0.3,0.0251,0.09015
2690,1,1_1,0.3,0.035,0.1072
2691,1,1_1,0.3,0.04736,0.1059
2692,1,1_1,0.3,0.03802,0.1048
2693,1,1_1,0.3,0.03644,0.0976
2694,1,1_1,0.3,0.02266,0.0804
2695,1,1_1,0.3,0.02979,0.0907
2696,1,1_1,0.3,0.02762,0.0812
2697,1,1_1,0.3,0.0332,0.0952
2698,1,1_1,0.3,0.04178,0.11346
2699,1,1_1,0.3,0.03934,0.1321
2700,1,1_1,0.3,0.04587,0.10535
2701,1,1_1,0.3,0.05725,0.1327
2702,1,1_1,0.3,0.0551,0.1128
2703,1,1_1,0.3,0.03796,0.1411
2704,1,1_1,0.3,0.0333,0.0849
2705,1,1_1,0.3,0.04037,0.1555
2706,1,1_1,0.3,0.04956,0.11487
2707,1,1_1,0.3,0.0311,0.0847
2708,1,1_1,0.3,0.03467,0.1385
2709,1,1_1,0.3,0.02412,0.08563
2710,1,1_1,0.3,0.04947,0.1111
2711,1,1_1,0.3,0.0478,0.1288
2712,1,1_1,0.3,0.03662,0.1135
2713,1,1_1,0.3,0.0395,0.1084
2714,1,1_1,0.3,0.03,0.0953
2715,1,1_1,0.3,0.03815,0.1204
2716,1,1_1,0.3,0.02982,0.07776
2717,1,1_1,0.3,0.0238,0.08105
2718,1,1_1,0.3,0.05664,0.132
2719,1,1_1,0.3,0.03333,0.0958
2720,1,1_1,0.3,0.03348,0.139
2721,1,1_1,0.3,0.0306,0.10626
2722,1,1_1,0.3,0.03342,0.1716
2723,1,1_1,0.3,0.02847,0.0958
2724,1,1_1,0.3,0.03027,0.0947
2725,1,1_1,0.3,0.02628,0.07806
2726,1,1_1,0.3,0.0264,0.089
2727,1,1_1,0.3,0.03586,0.0862
2728,1,1_1,0.3,0.03754,0.1296
2729,1,1_1,0.3,0.04797,0.10583
2730,1,1_1,0.3,0.03091,0.1354
2731,1,1_1,0.3,0.03503,0.08984
2732,1,1_1,0.3,0.03668,0.09454
2733,1,1_1,0.3,0.04114,0.1459
2734,1,1_1,0.3,0.0583,0.1016
2735,1,1_1,0.3,0.02745,0.0791
2736,1,1_1,0.3,0.03134,0.1017
2737,1,1_1,0.3,0.03043,0.11273
2738,1,1_1,0.3,0.0532,0.1173
2739,1,1_1,0.3,0.02963,0.1024
2740,1,1_1,0.3,0.02469,0.107
2741,1,1_1,0.3,0.04996,0.1055
2742,1,1_1,0.3,0.02306,0.0931
2743,1,1_1,0.3,0.04953,0.0977
2744,1,1_1,0.3,0.04596,0.1022
2745,1,1_1,0.3,0.03036,0.08594
2746,1,1_1,0.3,0.02814,0.12317
2747,1,1_1,0.3,0.0489,0.09607
2748,1,1_1,0.3,0.0403,0.09186
2749,1,1_1,0.3,0.0299,0.10913
2750,1,1_1,0.3,0.02454,0.114
2751,1,1_1,0.3,0.02899,0.0946
2752,1,1_1,0.3,0.0346,0.0985
2753,1,1_1,0.3,0.02492,0.0851
2754,1,1_1,0.3,0.04163,0.1235
2755,1,1_1,0.3,0.03998,0.0847
2756,1,1_1,0.3,0.02957,0.116
2757,1,1_1,0.3,0.0351,0.1169
2758,1,1_1,0.3,0.04205,0.09406
2759,1,1_1,0.3,0.04675,0.1324
2760,1,1_1,0.3,0.03775,0.1267
2761,1,1_1,0.3,0.03,0.0943
2762,1,1_1,0.3,0.0416,0.11255
2763,1,1_1,0.3,0.03998,0.1329
2764,1,1_1,0.3,0.02283,0.0887
2765,1,1_1,0.3,0.03128,0.1172
2766,1,1_1,0.3,0.04657,0.0924
2767,1,1_1,0.3,0.0393,0.1484
2768,1,1_1,0.3,0.0349,0.1469
2769,1,1_1,0.3,0.04303,0.1495
2770,1,1_1,0.3,0.02856,0.087
2771,1,1_1,0.3,0.0512,0.10864
2772,1,1_1,0.3,0.02916,0.1295
2773,1,1_1,0.3,0.05115,0.1115
2774,1,1_1,0.3,0.04608,0.138
2775,1,1_1,0.3,0.04788,0.10077
2776,1,1_1,0.3,0.0258,0.09436
2777,1,1_1,0.3,0.0325,0.0977
2778,1,1_1,0.3,0.04062,0.1088
2779,1,1_1,0.3,0.03375,0.0809
2780,1,1_1,0.3,0.02942,0.1111
2781,1,1_1,0.3,0.04507,0.1181
2782,1,1_1,0.3,0.02911,0.10565
2783,1,1_1,0.3,0.02579,0.077
2784,1,1_1,0.3,0.02422,0.0753
2785,1,1_1,0.3,0.04102,0.09393
2786,1,1_1,0.3,0.03445,0.0939
2787,1,1_1,0.3,0.0385,0.1145
2788,1,1_1,0.3,0.02888,0.08295
2789,1,1_1,0.3,0.03256,0.09076
2790,1,1_1,0.3,0.03284,0.0803
2791,1,1_1,0.3,0.04453,0.12274
2792,1,1_1,0.3,0.01935,0.0961
2793,1,1_1,0.3,0.03183,0.09314
2794,1,1_1,0.3,0.03223,0.0912
2795,1,1_1,0.3,0.0594,0.1335
2796,1,1_1,0.3,0.05405,0.1298
2797,1,1_1,0.3,0.0365,0.1228
2798,1,1_1,0.3,0.04053,0.1224
2799,1,1_1,0.3,0.03882,0.0936
2800,1,1_1,0.3,0.0478,0.1228
2801,1,1_1,0.3,0.0204,0.08826
2802,1,1_1,0.3,0.03305,0.09753
2803,1,1_1,0.3,0.0417,0.11255
2804,1,1_1,0.3,0.04956,0.0988
2805,1,1_1,0.3,0.04355,0.1257
2806,1,1_1,0.3,0.04556,0.1365
2807,1,1_1,0.3,0.02742,0.0835
2808,1,1_1,0.3,0.0359,0.0996
2809,1,1_1,0.3,0.04297,0.11414
2810,1,1_1,0.3,0.03442,0.09894
2811,1,1_1,0.3,0.04895,0.1356
2812,1,1_1,0.3,0.03004,0.09357
2813,1,1_1,0.3,0.0345,0.0925
2814,1,1_1,0.3,0.0498,0.0927
2815,1,1_1,0.3,0.03033,0.1483
2816,1,1_1,0.3,0.0467,0.1037
2817,1,1_1,0.3,0.04108,0.1329
2818,1,1_1,0.3,0.03088,0.09784
2819,1,1_1,0.3,0.0331,0.08856
2820,1,1_1,0.3,0.04736,0.09595
2821,1,1_1,0.3,0.03674,0.1309
2822,1,1_1,0.3,0.04327,0.1481
2823,1,1_1,0.3,0.02469,0.0826
2824,1,1_1,0.3,0.02171,0.10504
2825,1,1_1,0.3,0.04227,0.1114
2826,1,1_1,0.3,0.0258,0.0831
2827,1,1_1,0.3,0.0307,0.1277
2828,1,1_1,0.3,0.0368,0.1265
2829,1,1_1,0.3,0.03354,0.08
2830,1,1_1,0.3,0.02849,0.09485
2831,1,1_1,0.3,0.03348,0.1022
2832,1,1_1,0.3,0.03143,0.0963
2833,1,1_1,0.3,0.03134,0.0824
2834,1,1_1,0.3,0.02847,0.1238
2835,1,1_1,0.3,0.04172,0.1164
2836,1,1_1,0.3,0.0671,0.1294
2837,1,1_1,0.3,0.0383,0.1004
2838,1,1_1,0.3,0.03265,0.10724
2839,1,1_1,0.3,0.04083,0.1064
2840,1,1_1,0.3,0.03445,0.0873
2841,1,1_1,0.3,0.03226,0.12274
2842,1,1_1,0.3,0.04355,0.1086
2843,1,1_1,0.3,0.03024,0.126
2844,1,1_1,0.3,0.03757,0.1004
2845,1,1_1,0.3,0.0415,0.1238
2846,1,1_1,0.3,0.03073,0.0945
2847,1,1_1,0.3,0.0447,0.1119
2848,1,1_1,0.3,0.0359,0.1478
2849,1,1_1,0.3,0.0404,0.11115
2850,1,1_1,0.3,0.03683,0.134
2851,1,1_1,0.3,0.04767,0.1209
2852,1,1_1,0.3,0.0423,0.10986
2853,1,1_1,0.3,0.0302,0.09515
2854,1,1_1,0.3,0.0408,0.10364
2855,1,1_1,0.3,0.0367,0.08624
2856,1,1_1,0.3,0.0372,0.10205
2857,1,1_1,0.3,0.049,0.1084
2858,1,1_1,0.3,0.03906,0.1572
2859,1,1_1,0.3,0.037,0.1015
2860,1,1_1,0.3,0.03873,0.1354
2861,1,1_1,0.3,0.02443,0.07605
2862,1,1_1,0.3,0.0401,0.1187
2863,1,1_1,0.3,0.05014,0.0979
2864,1,1_1,0.3,0.02705,0.08356
2865,1,1_1,0.3,0.03598,0.11304
2866,1,1_1,0.3,0.03806,0.093
2867,1,1_1,0.3,0.04388,0.11334
2868,1,1_1,0.3,0.03394,0.0953
2869,1,1_1,0.3,0.02518,0.1114
2870,1,1_1,0.3,0.03088,0.08307
2871,1,1_1,0.3,0.03287,0.08496
2872,1,1_1,0.3,0.02687,0.09985
2873,1,1_1,0.3,0.05557,0.1159
2874,1,1_1,0.3,0.04056,0.12036
2875,1,1_1,0.3,0.02962,0.0921
2876,1,1_1,0.3,0.03525,0.12415
2877,1,1_1,0.3,0.04297,0.1349
2878,1,1_1,0.3,0.04556,0.1301
2879,1,1_1,0.3,0.04544,0.1418
2880,1,1_1,0.3,0.03494,0.0897
2881,1,1_1,0.3,0.03387,0.0993
2882,1,1_1,0.3,0.03864,0.129
2883,1,1_1,0.3,0.0377,0.1017
2884,1,1_1,0.3,0.03665,0.09283
2885,1,1_1,0.3,0.03842,0.0865
2886,1,1_1,0.3,0.02885,0.0844
2887,1,1_1,0.3,0.04172,0.1428
2888,1,1_1,0.3,0.03076,0.0907
2889,1,1_1,0.3,0.03976,0.1332
2890,1,1_1,0.3,0.0254,0.08655
2891,1,1_1,0.3,0.02357,0.0923
2892,1,1_1,0.3,0.02325,0.08777
2893,1,1_1,0.3,0.02843,0.1185
2894,1,1_1,0.3,0.02678,0.1001
2895,1,1_1,0.3,0.03125,0.08997
2896,1,1_1,0.3,0.03342,0.0968
2897,1,1_1,0.3,0.02936,0.08325
2898,1,1_1,0.3,0.02794,0.09424
2899,1,1_1,0.3,0.02814,0.0917
2900,1,1_1,0.3,0.02805,0.0895
2901,1,1_1,0.3,0.03137,0.0957
2902,1,1_1,0.3,0.0372,0.1304
2903,1,1_1,0.3,0.05637,0.1396
2904,1,1_1,0.3,0.03998,0.1276
2905,1,1_1,0.3,0.03363,0.09216
2906,1,1_1,0.3,0.02525,0.077
2907,1,1_1,0.3,0.02582,0.08
2908,1,1_1,0.3,0.0382,0.1056
2909,1,1_1,0.3,0.03284,0.09784
2910,1,1_1,0.3,0.03075,0.08905
2911,1,1_1,0.3,0.02884,0.093
2912,1,1_1,0.3,0.0386,0.09705
2913,1,1_1,0.3,0.03317,0.09235
2914,1,1_1,0.3,0.03014,0.09015
2915,1,1_1,0.3,0.02867,0.08685
2916,1,1_1,0.3,0.02693,0.0865
2917,1,1_1,0.3,0.0215,0.1087
2918,1,1_1,0.3,0.02638,0.082
2919,1,1_1,0.3,0.03894,0.1002
2920,1,1_1,0.3,0.043,0.1069
2921,1,1_1,0.3,0.03354,0.1299
2922,1,1_1,0.3,0.05386,0.11395
2923,1,1_1,0.3,0.0451,0.1092
2924,1,1_1,0.3,0.0316,0.07983
2925,1,1_1,0.3,0.0199,0.0848
2926,1,1_1,0.3,0.05084,0.10016
2927,1,1_1,0.3,0.0417,0.1042
2928,1,1_1,0.3,0.03525,0.0984
2929,1,1_1,0.3,0.03418,0.10767
2930,1,1_1,0.3,0.03117,0.1131
2931,1,1_1,0.3,0.04245,0.10065
2932,1,1_1,0.3,0.02533,0.079
2933,1,1_1,0.3,0.02306,0.09454
2934,1,1_1,0.3,0.03004,0.0907
2935,1,1_1,0.3,0.0326,0.08887
2936,1,1_1,0.3,0.04715,0.1434
2937,1,1_1,0.3,0.04163,0.11475
2938,1,1_1,0.3,0.03305,0.1151
2939,1,1_1,0.3,0.02925,0.0936
2940,1,1_1,0.3,0.04483,0.1227
2941,1,1_1,0.3,0.0286,0.10675
2942,1,1_1,0.3,0.0463,0.1324
2943,1,1_1,0.3,0.04138,0.0947
2944,1,1_1,0.3,0.03745,0.10095
2945,1,1_1,0.3,0.04102,0.09595
2946,1,1_1,0.3,0.02701,0.107
2947,1,1_1,0.3,0.04816,0.1329
2948,1,1_1,0.3,0.04822,0.1273
2949,1,1_1,0.3,0.0499,0.1119
2950,1,1_1,0.3,0.0286,0.08234
2951,1,1_1,0.3,0.0418,0.11475
2952,1,1_1,0.3,0.03558,0.12396
2953,1,1_1,0.3,0.04214,0.0938
2954,1,1_1,0.3,0.03537,0.1216
2955,1,1_1,0.3,0.03134,0.10834
2956,1,1_1,0.3,0.0366,0.1147
2957,1,1_1,0.3,0.03006,0.0982
2958,1,1_1,0.3,0.03625,0.0915
2959,1,1_1,0.3,0.02759,0.09314
2960,1,1_1,0.3,0.02957,0.0903
2961,1,1_1,0.3,0.03424,0.11774
2962,1,1_1,0.3,0.04144,0.1547
2963,1,1_1,0.3,0.0328,0.0859
2964,1,1_1,0.3,0.03818,0.1364
2965,1,1_1,0.3,0.0362,0.1081
2966,1,1_1,0.3,0.03003,0.0955
2967,1,1_1,0.3,0.04492,0.1013
2968,1,1_1,0.3,0.03763,0.0969
2969,1,1_1,0.3,0.03568,0.2179
2970,1,1_1,0.3,0.02832,0.10754
2971,1,1_1,0.3,0.04126,0.1002
2972,1,1_1,0.3,0.02725,0.132
2973,1,1_1,0.3,0.04367,0.1167
2974,1,1_1,0.3,0.04395,0.0926
2975,1,1_1,0.3,0.02965,0.1167
2976,1,1_1,0.3,0.03056,0.1343
2977,1,1_1,0.3,0.0417,0.0916
2978,1,1_1,0.3,0.0398,0.1202
2979,1,1_1,0.3,0.0305,0.0978
2980,1,1_1,0.3,0.02388,0.1007
2981,1,1_1,0.3,0.03305,0.1012
2982,1,1_1,0.3,0.05615,0.1247
2983,1,1_1,0.3,0.04004,0.11475
2984,1,1_1,0.3,0.04355,0.1063
2985,1,1_1,0.3,0.03072,0.1029
2986,1,1_1,0.3,0.03708,0.0934
2987,1,1_1,0.3,0.04816,0.1094
2988,1,1_1,0.3,0.04175,0.1134
2989,1,1_1,0.3,0.03738,0.0999
2990,1,1_1,0.3,0.0281,0.08746
2991,1,1_1,0.3,0.0295,0.0876
2992,1,1_1,0.3,0.02876,0.09467
2993,1,1_1,0.3,0.04596,0.09344
2994,1,1_1,0.3,0.0409,0.0971
2995,1,1_1,0.3,0.02441,0.08496
2996,1,1_1,0.3,0.02042,0.1729
2997,1,1_1,0.3,0.02827,0.09235
2998,1,1_1,0.3,0.03543,0.1415
2999,1,1_1,0.3,0.03784,0.1362
3000,1,1_2,0.1,0.02698,0.0748
3001,1,1_2,0.1,0.037,0.1344
3002,1,1_2,0.1,0.02339,0.08716
3003,1,1_2,0.1,0.03625,0.1105
3004,1,1_2,0.1,0.025,0.06934
3005,1,1_2,0.1,0.02956,0.08496
3006,1,1_2,0.1,0.02618,0.0722
3007,1,1_2,0.1,0.02667,0.08826
3008,1,1_2,0.1,0.02246,0.067
3009,1,1_2,0.1,0.03088,0.0704
3010,1,1_2,0.1,0.03976,0.11926
3011,1,1_2,0.1,0.0251,0.0743
3012,1,1_2,0.1,0.02512,0.06665
3013,1,1_2,0.1,0.02455,0.09216
3014,1,1_2,0.1,0.02449,0.1062
3015,1,1_2,0.1,0.02412,0.0802
3016,1,1_2,0.1,0.027,0.06757
3017,1,1_2,0.1,0.02307,0.0692
3018,1,1_2,0.1,0.02185,0.06903
3019,1,1_2,0.1,0.02448,0.0676
3020,1,1_2,0.1,0.029,0.0746
3021,1,1_2,0.1,0.02484,0.0729
3022,1,1_2,0.1,0.02473,0.07404
3023,1,1_2,0.1,0.02206,0.08264
3024,1,1_2,0.1,0.02632,0.0727
3025,1,1_2,0.1,0.02733,0.0772
3026,1,1_2,0.1,0.0265,0.0773
3027,1,1_2,0.1,0.02834,0.0756
3028,1,1_2,0.1,0.03253,0.0784
3029,1,1_2,0.1,0.02405,0.0787
3030,1,1_2,0.1,0.02634,0.0786
3031,1,1_2,0.1,0.021,0.08215
3032,1,1_2,0.1,0.03674,0.1234
3033,1,1_2,0.1,0.02461,0.0713
3034,1,1_2,0.1,0.02353,0.07465
3035,1,1_2,0.1,0.02515,0.10236
3036,1,1_2,0.1,0.02454,0.0702
3037,1,1_2,0.1,0.0175,0.08417
