"","grpvar","grp","condval_(Intercept)","condval_ampc","condsd_(Intercept)","condsd_ampc"
"1","dlgn_unit","1_1",0.00695357958080354,0.00901360935761381,0.000842635818437802,0.0288239925557581
"2","dlgn_unit","1_2",-0.00552304045465221,0.140637676380247,0.000850550079099194,0.0231149533261999
"3","dlgn_unit","1_3",-0.0014305391234925,-0.149651285759163,0.000769227600545434,0.0202895924754098
"4","dlgn_unit","2_1",0.00202891784875183,-0.0189180011620929,0.000657196038373183,0.0206256028045473
"5","dlgn_unit","2_2",-0.00487686691925048,0.188018503705885,0.000775767786215416,0.0300463708163932
"6","dlgn_unit","2_3",0.00284794907016861,-0.16910050256437,0.000354849038906281,0.00423990071459866
