,v1_unit,dlgn_unit,upper_bound,ampw,loss
8528,1,1_3,0.24,0.0737,0.1193
8529,1,1_3,0.24,0.0849,0.12427
8530,1,1_3,0.24,0.06256,0.09375
8531,1,1_3,0.24,0.04764,0.09106
8532,1,1_3,0.24,0.0941,0.0885
8533,1,1_3,0.24,0.06287,0.1128
8534,1,1_3,0.24,0.09155,0.1023
8535,1,1_3,0.24,0.04483,0.0849
8536,1,1_3,0.24,0.04,0.0894
8537,1,1_3,0.24,0.04657,0.09
8538,1,1_3,0.24,0.04288,0.10815
8539,1,1_3,0.24,0.07886,0.1071
8540,1,1_3,0.24,0.1222,0.0747
8541,1,1_3,0.24,0.06335,0.0953
8542,1,1_3,0.24,0.0817,0.08746
8543,1,1_3,0.24,0.1628,0.0923
8544,1,1_3,0.24,0.0533,0.08514
8545,1,1_3,0.24,0.04868,0.0818
8546,1,1_3,0.24,0.08856,0.1134
8547,1,1_3,0.24,0.04254,0.08716
8548,1,1_3,0.24,0.0733,0.1092
8549,1,1_3,0.24,0.0892,0.101
8550,1,1_3,0.24,0.09735,0.0999
8551,1,1_3,0.24,0.0694,0.0954
8552,1,1_3,0.24,0.0648,0.0839
8553,1,1_3,0.24,0.04526,0.081
8554,1,1_3,0.24,0.04587,0.0817
8555,1,1_3,0.24,0.1064,0.0948
8556,1,1_3,0.24,0.07214,0.09094
8557,1,1_3,0.24,0.0933,0.1068
8558,1,1_3,0.24,0.0587,0.08014
8559,1,1_3,0.24,0.0405,0.09235
8560,1,1_3,0.24,0.03714,0.08636
8561,1,1_3,0.24,0.0414,0.08563
8562,1,1_3,0.24,0.06836,0.0928
8563,1,1_3,0.24,0.0442,0.0848
8564,1,1_3,0.24,0.04535,0.08466
8565,1,1_3,0.24,0.0688,0.09485
8566,1,1_3,0.24,0.0412,0.08026
8567,1,1_3,0.24,0.03326,0.08466
8568,1,1_3,0.24,0.1322,0.11957
8569,1,1_3,0.24,0.05582,0.088
8570,1,1_3,0.24,0.0533,0.10266
8571,1,1_3,0.24,0.04126,0.08484
8572,1,1_3,0.24,0.041,0.08655
8573,1,1_3,0.24,0.0441,0.08734
8574,1,1_3,0.24,0.02928,0.0761
8575,1,1_3,0.24,0.0892,0.10944
8576,1,1_3,0.24,0.1065,0.0911
8577,1,1_3,0.24,0.03455,0.1094
8578,1,1_3,0.24,0.0625,0.0912
8579,1,1_3,0.24,0.0314,0.0758
8580,1,1_3,0.24,0.04474,0.07776
8581,1,1_3,0.24,0.0811,0.09595
8582,1,1_3,0.24,0.0721,0.0858
8583,1,1_3,0.24,0.09235,0.1131
8584,1,1_3,0.24,0.1051,0.078
8585,1,1_3,0.24,0.0511,0.11914
8586,1,1_3,0.24,0.0551,0.1006
8587,1,1_3,0.24,0.1231,0.0879
8588,1,1_3,0.24,0.07043,0.092
8589,1,1_3,0.24,0.07983,0.0869
8590,1,1_3,0.24,0.0793,0.0827
8591,1,1_3,0.24,0.05447,0.08704
8592,1,1_3,0.24,0.05585,0.0828
8593,1,1_3,0.24,0.11475,0.087
8594,1,1_3,0.24,0.1122,0.0799
8595,1,1_3,0.24,0.0731,0.11163
8596,1,1_3,0.24,0.0708,0.09186
8597,1,1_3,0.24,0.07806,0.08167
8598,1,1_3,0.24,0.0695,0.1064
8599,1,1_3,0.24,0.0846,0.0935
8600,1,1_3,0.24,0.04803,0.1091
8601,1,1_3,0.24,0.0775,0.0853
8602,1,1_3,0.24,0.12024,0.11053
8603,1,1_3,0.24,0.04413,0.0758
8604,1,1_3,0.24,0.06915,0.0806
8605,1,1_3,0.24,0.0694,0.1102
8606,1,1_3,0.24,0.0521,0.09467
8607,1,1_3,0.24,0.0704,0.08716
8608,1,1_3,0.24,0.03223,0.08594
8609,1,1_3,0.24,0.089,0.10864
8610,1,1_3,0.24,0.1118,0.0912
8611,1,1_3,0.24,0.04166,0.0813
8612,1,1_3,0.24,0.0421,0.08746
8613,1,1_3,0.24,0.0443,0.0859
8614,1,1_3,0.24,0.0788,0.1074
8615,1,1_3,0.24,0.06058,0.08514
8616,1,1_3,0.24,0.06805,0.0995
8617,1,1_3,0.24,0.0645,0.1219
8618,1,1_3,0.24,0.05637,0.09326
8619,1,1_3,0.24,0.06726,0.1063
8620,1,1_3,0.24,0.03918,0.0823
8621,1,1_3,0.24,0.06012,0.08923
8622,1,1_3,0.24,0.0766,0.0995
8623,1,1_3,0.24,0.0804,0.0846
8624,1,1_3,0.24,0.04477,0.1047
8625,1,1_3,0.24,0.05002,0.1044
8626,1,1_3,0.24,0.0735,0.09204
8627,1,1_3,0.24,0.05576,0.0909
8628,1,1_3,0.24,0.0856,0.08606
8629,1,1_3,0.24,0.1092,0.08997
8630,1,1_3,0.24,0.0647,0.10785
8631,1,1_3,0.24,0.03412,0.0834
8632,1,1_3,0.24,0.0695,0.0988
8633,1,1_3,0.24,0.0609,0.1058
8634,1,1_3,0.24,0.09375,0.0894
8635,1,1_3,0.24,0.06616,0.10596
8636,1,1_3,0.24,0.05234,0.09424
8637,1,1_3,0.24,0.0331,0.07855
8638,1,1_3,0.24,0.07477,0.10425
8639,1,1_3,0.24,0.0653,0.08746
8640,1,1_3,0.24,0.07306,0.1257
8641,1,1_3,0.24,0.05402,0.08563
8642,1,1_3,0.24,0.08966,0.09705
8643,1,1_3,0.24,0.03903,0.0767
8644,1,1_3,0.24,0.05283,0.0891
8645,1,1_3,0.24,0.03372,0.0762
8646,1,1_3,0.24,0.03622,0.07794
8647,1,1_3,0.24,0.0498,0.0967
8648,1,1_3,0.24,0.0659,0.07745
8649,1,1_3,0.24,0.04614,0.08466
8650,1,1_3,0.24,0.05807,0.0942
8651,1,1_3,0.24,0.03119,0.0788
8652,1,1_3,0.24,0.0727,0.0973
8653,1,1_3,0.24,0.08844,0.11383
8654,1,1_3,0.24,0.06305,0.0869
8655,1,1_3,0.24,0.1338,0.09344
8656,1,1_3,0.24,0.0732,0.0862
8657,1,1_3,0.24,0.05743,0.07654
8658,1,1_3,0.24,0.09546,0.08264
8659,1,1_3,0.24,0.0542,0.0931
8660,1,1_3,0.24,0.03525,0.07733
8661,1,1_3,0.24,0.03387,0.0762
8662,1,1_3,0.24,0.0591,0.1219
8663,1,1_3,0.24,0.1396,0.0792
8664,1,1_3,0.24,0.0966,0.1171
8665,1,1_3,0.24,0.065,0.1046
8666,1,1_3,0.24,0.07666,0.0924
8667,1,1_3,0.24,0.04877,0.08636
8668,1,1_3,0.24,0.05933,0.0871
8669,1,1_3,0.24,0.10376,0.09094
8670,1,1_3,0.24,0.05753,0.0799
8671,1,1_3,0.24,0.0959,0.10254
8672,1,1_3,0.24,0.06995,0.10864
8673,1,1_3,0.24,0.07623,0.09357
8674,1,1_3,0.24,0.03455,0.09344
8675,1,1_3,0.24,0.05173,0.0821
8676,1,1_3,0.24,0.09454,0.10394
8677,1,1_3,0.24,0.05997,0.0873
8678,1,1_3,0.24,0.0451,0.0828
8679,1,1_3,0.24,0.0372,0.0895
8680,1,1_3,0.24,0.03735,0.07385
8681,1,1_3,0.24,0.04056,0.0814
8682,1,1_3,0.24,0.06113,0.08875
8683,1,1_3,0.24,0.038,0.0946
8684,1,1_3,0.24,0.0866,0.08966
8685,1,1_3,0.24,0.04236,0.08563
8686,1,1_3,0.24,0.0592,0.0848
8687,1,1_3,0.24,0.05777,0.09204
8688,1,1_3,0.24,0.05112,0.08777
8689,1,1_3,0.24,0.08875,0.08887
8690,1,1_3,0.24,0.06003,0.09546
8691,1,1_3,0.24,0.03796,0.0759
8692,1,1_3,0.24,0.0578,0.11115
8693,1,1_3,0.24,0.0714,0.0947
8694,1,1_3,0.24,0.16,0.107
8695,1,1_3,0.24,0.0839,0.08984
8696,1,1_3,0.24,0.1115,0.0923
8697,1,1_3,0.24,0.08093,0.0806
8698,1,1_3,0.24,0.05533,0.09344
8699,1,1_3,0.24,0.03192,0.08435
8700,1,1_3,0.24,0.0442,0.0819
8701,1,1_3,0.24,0.03967,0.07715
8702,1,1_3,0.24,0.05557,0.09906
8703,1,1_3,0.24,0.0399,0.084
8704,1,1_3,0.24,0.0439,0.0884
8705,1,1_3,0.24,0.04395,0.0883
8706,1,1_3,0.24,0.06116,0.08777
8707,1,1_3,0.24,0.0634,0.08234
8708,1,1_3,0.24,0.03217,0.0947
8709,1,1_3,0.24,0.0464,0.0807
8710,1,1_3,0.24,0.06323,0.0837
8711,1,1_3,0.24,0.0627,0.0982
8712,1,1_3,0.24,0.0662,0.1092
8713,1,1_3,0.24,0.081,0.1137
8714,1,1_3,0.24,0.1284,0.0881
8715,1,1_3,0.24,0.05215,0.10095
8716,1,1_3,0.24,0.0301,0.07855
8717,1,1_3,0.24,0.11414,0.0997
8718,1,1_3,0.24,0.04227,0.0851
8719,1,1_3,0.24,0.03656,0.0739
8720,1,1_3,0.24,0.04123,0.0869
8721,1,1_3,0.24,0.03876,0.08527
8722,1,1_3,0.24,0.0913,0.0927
8723,1,1_3,0.24,0.03867,0.0941
8724,1,1_3,0.24,0.1076,0.1092
8725,1,1_3,0.24,0.0673,0.0981
8726,1,1_3,0.24,0.06995,0.1009
8727,1,1_3,0.24,0.0519,0.0885
8728,1,1_3,0.24,0.1109,0.09
8729,1,1_3,0.24,0.0431,0.08014
8730,1,1_3,0.24,0.04584,0.0945
8731,1,1_3,0.24,0.05203,0.0927
8732,1,1_3,0.24,0.03586,0.0868
8733,1,1_3,0.24,0.0691,0.08887
8734,1,1_3,0.24,0.05936,0.10846
8735,1,1_3,0.24,0.03748,0.07574
8736,1,1_3,0.24,0.065,0.11395
8737,1,1_3,0.24,0.03918,0.08624
8738,1,1_3,0.24,0.0732,0.0919
8739,1,1_3,0.24,0.06476,0.1055
8740,1,1_3,0.24,0.0457,0.11224
8741,1,1_3,0.24,0.1183,0.09485
8742,1,1_3,0.24,0.04498,0.0859
8743,1,1_3,0.24,0.04953,0.0805
8744,1,1_3,0.24,0.03702,0.07983
8745,1,1_3,0.24,0.03723,0.0838
8746,1,1_3,0.24,0.03168,0.08685
8747,1,1_3,0.24,0.0506,0.09515
8748,1,1_3,0.24,0.12244,0.09595
8749,1,1_3,0.24,0.04187,0.07623
8750,1,1_3,0.24,0.04962,0.0972
8751,1,1_3,0.24,0.04584,0.0873
8752,1,1_3,0.24,0.0285,0.07886
8753,1,1_3,0.24,0.0621,0.089
8754,1,1_3,0.24,0.0816,0.1309
8755,1,1_3,0.24,0.03967,0.08105
8756,1,1_3,0.24,0.05347,0.1092
8757,1,1_3,0.24,0.03983,0.0797
8758,1,1_3,0.24,0.04962,0.08966
8759,1,1_3,0.24,0.0564,0.0933
8760,1,1_3,0.24,0.10065,0.0789
8761,1,1_3,0.24,0.03412,0.0813
8762,1,1_3,0.24,0.05295,0.08765
8763,1,1_3,0.24,0.06573,0.0928
8764,1,1_3,0.24,0.0339,0.07336
8765,1,1_3,0.24,0.0663,0.10455
8766,1,1_3,0.24,0.05612,0.0993
8767,1,1_3,0.24,0.0963,0.1129
8768,1,1_3,0.24,0.0442,0.07837
8769,1,1_3,0.24,0.0453,0.08386
8770,1,1_3,0.24,0.04,0.0979
8771,1,1_3,0.24,0.0654,0.08795
8772,1,1_3,0.24,0.04535,0.07495
8773,1,1_3,0.24,0.1318,0.07635
8774,1,1_3,0.24,0.03833,0.07385
8775,1,1_3,0.24,0.0733,0.08923
8776,1,1_3,0.24,0.07306,0.0796
8777,1,1_3,0.24,0.05515,0.10614
8778,1,1_3,0.24,0.0842,0.10706
8779,1,1_3,0.24,0.0551,0.09973
8780,1,1_3,0.24,0.0402,0.0772
8781,1,1_3,0.24,0.04587,0.095
8782,1,1_3,0.24,0.0406,0.08716
8783,1,1_3,0.24,0.0429,0.0999
8784,1,1_3,0.24,0.04922,0.0897
8785,1,1_3,0.24,0.10834,0.0983
8786,1,1_3,0.24,0.078,0.0903
8787,1,1_3,0.24,0.0583,0.09753
8788,1,1_3,0.24,0.0945,0.09845
8789,1,1_3,0.24,0.05496,0.0857
8790,1,1_3,0.24,0.0842,0.07715
8791,1,1_3,0.24,0.04993,0.1054
8792,1,1_3,0.24,0.05957,0.08997
8793,1,1_3,0.24,0.04773,0.0815
8794,1,1_3,0.24,0.0476,0.09564
8795,1,1_3,0.24,0.0919,0.10034
8796,1,1_3,0.24,0.06018,0.0967
8797,1,1_3,0.24,0.05536,0.0917
8798,1,1_3,0.24,0.0879,0.1184
8799,1,1_3,0.24,0.06323,0.09595
8800,1,1_3,0.24,0.0439,0.08167
8801,1,1_3,0.24,0.0471,0.0852
8802,1,1_3,0.24,0.0792,0.0845
8803,1,1_3,0.24,0.0446,0.0877
8804,1,1_3,0.24,0.0361,0.08484
8805,1,1_3,0.24,0.0544,0.093
8806,1,1_3,0.24,0.0883,0.0845
8807,1,1_3,0.24,0.06445,0.10724
8808,1,1_3,0.24,0.04175,0.0852
8809,1,1_3,0.24,0.0829,0.0887
8810,1,1_3,0.24,0.0639,0.1003
8811,1,1_3,0.24,0.07806,0.0912
8812,1,1_3,0.24,0.05795,0.07666
8813,1,1_3,0.24,0.1095,0.0992
8814,1,1_3,0.24,0.04083,0.08044
8815,1,1_3,0.24,0.04422,0.11755
8816,1,1_3,0.24,0.06287,0.1245
8817,1,1_3,0.24,0.0736,0.0929
8818,1,1_3,0.24,0.0451,0.07733
8819,1,1_3,0.24,0.05014,0.092
8820,1,1_3,0.24,0.1344,0.0875
8821,1,1_3,0.24,0.05106,0.09644
8822,1,1_3,0.24,0.0421,0.09436
8823,1,1_3,0.24,0.06525,0.08685
8824,1,1_3,0.24,0.0687,0.0905
8825,1,1_3,0.24,0.06726,0.08026
8826,1,1_3,0.24,0.0674,0.1112
8827,1,1_3,0.24,0.1433,0.10126
8828,1,1_3,0.24,0.0959,0.07733
8829,1,1_3,0.24,0.04993,0.0859
8830,1,1_3,0.24,0.05103,0.0889
8831,1,1_3,0.24,0.04922,0.09064
8832,1,1_3,0.24,0.05463,0.0973
8833,1,1_3,0.24,0.06494,0.0862
8834,1,1_3,0.24,0.05533,0.10785
8835,1,1_3,0.24,0.0643,0.10486
8836,1,1_3,0.24,0.04498,0.08575
8837,1,1_3,0.24,0.04327,0.08813
8838,1,1_3,0.24,0.12354,0.09644
8839,1,1_3,0.24,0.0977,0.0931
8840,1,1_3,0.24,0.03093,0.07526
8841,1,1_3,0.24,0.03455,0.0906
8842,1,1_3,0.24,0.10864,0.11975
8843,1,1_3,0.24,0.0836,0.0854
8844,1,1_3,0.24,0.04782,0.10297
8845,1,1_3,0.24,0.05655,0.08856
8846,1,1_3,0.24,0.04224,0.09576
8847,1,1_3,0.24,0.0794,0.0822
8848,1,1_3,0.24,0.04138,0.0826
8849,1,1_3,0.24,0.09406,0.1036
8850,1,1_3,0.24,0.04373,0.0781
8851,1,1_3,0.24,0.0654,0.1034
8852,1,1_3,0.24,0.0652,0.07996
8853,1,1_3,0.24,0.1057,0.1013
8854,1,1_3,0.24,0.04996,0.0877
8855,1,1_3,0.24,0.06683,0.0886
8856,1,1_3,0.24,0.05246,0.09546
8857,1,1_3,0.24,0.037,0.08954
8858,1,1_3,0.24,0.08185,0.08704
8859,1,1_3,0.24,0.1013,0.0763
8860,1,1_3,0.24,0.1542,0.08453
8861,1,1_3,0.24,0.06165,0.0778
8862,1,1_3,0.24,0.1378,0.07855
8863,1,1_3,0.24,0.0837,0.0785
8864,1,1_3,0.24,0.0565,0.1428
8865,1,1_3,0.24,0.02477,0.07153
8866,1,1_3,0.24,0.05405,0.09467
8867,1,1_3,0.24,0.05945,0.0816
8868,1,1_3,0.24,0.04443,0.0867
8869,1,1_3,0.24,0.04602,0.096
8870,1,1_3,0.24,0.07983,0.0901
8871,1,1_3,0.24,0.03415,0.07623
8872,1,1_3,0.24,0.0956,0.08826
8873,1,1_3,0.24,0.13,0.09216
8874,1,1_3,0.24,0.03275,0.0796
8875,1,1_3,0.24,0.05545,0.0803
8876,1,1_3,0.24,0.08044,0.09863
8877,1,1_3,0.24,0.06067,0.09467
8878,1,1_3,0.24,0.05435,0.07983
8879,1,1_3,0.24,0.0605,0.07837
8880,1,1_3,0.24,0.05392,0.07837
8881,1,1_3,0.24,0.05154,0.08514
8882,1,1_3,0.24,0.02835,0.0947
8883,1,1_3,0.24,0.05612,0.1185
8884,1,1_3,0.24,0.0691,0.0943
8885,1,1_3,0.24,0.10065,0.1112
8886,1,1_3,0.24,0.04086,0.08966
8887,1,1_3,0.24,0.0688,0.11053
8888,1,1_3,0.24,0.03268,0.0852
8889,1,1_3,0.24,0.11115,0.1113
8890,1,1_3,0.24,0.1041,0.078
8891,1,1_3,0.24,0.08594,0.10767
8892,1,1_3,0.24,0.05933,0.0829
8893,1,1_3,0.24,0.03976,0.0759
8894,1,1_3,0.24,0.04465,0.08386
8895,1,1_3,0.24,0.0476,0.08044
8896,1,1_3,0.24,0.103,0.09515
8897,1,1_3,0.24,0.03784,0.07874
8898,1,1_3,0.24,0.05835,0.10114
8899,1,1_3,0.24,0.146,0.0991
8900,1,1_3,0.24,0.06155,0.0886
8901,1,1_3,0.24,0.064,0.1103
8902,1,1_3,0.24,0.0522,0.09045
8903,1,1_3,0.24,0.06494,0.0957
8904,1,1_3,0.24,0.0526,0.085
8905,1,1_3,0.24,0.0414,0.0774
8906,1,1_3,0.24,0.0921,0.07574
8907,1,1_3,0.24,0.08514,0.08704
8908,1,1_3,0.24,0.04184,0.07684
8909,1,1_3,0.24,0.1222,0.0827
8910,1,1_3,0.24,0.04462,0.0805
8911,1,1_3,0.24,0.05515,0.082
8912,1,1_3,0.24,0.04996,0.09564
8913,1,1_3,0.24,0.04315,0.0743
8914,1,1_3,0.24,0.10785,0.10345
8915,1,1_3,0.24,0.08704,0.1015
8916,1,1_3,0.24,0.05832,0.0917
8917,1,1_3,0.24,0.1272,0.123
8918,1,1_3,0.24,0.04297,0.0949
8919,1,1_3,0.24,0.08374,0.0934
8920,1,1_3,0.24,0.0843,0.08136
8921,1,1_3,0.24,0.1465,0.092
8922,1,1_3,0.24,0.03345,0.0786
8923,1,1_3,0.24,0.051,0.1088
8924,1,1_3,0.24,0.05383,0.0824
8925,1,1_3,0.24,0.03662,0.0761
8926,1,1_3,0.24,0.0327,0.0894
8927,1,1_3,0.24,0.0346,0.08453
8928,1,1_3,0.24,0.0389,0.0869
8929,1,1_3,0.24,0.0752,0.0783
8930,1,1_3,0.24,0.06665,0.0931
8931,1,1_3,0.24,0.0376,0.07916
8932,1,1_3,0.24,0.0475,0.088
8933,1,1_3,0.24,0.1218,0.10126
8934,1,1_3,0.24,0.05435,0.11816
8935,1,1_3,0.24,0.0995,0.1063
8936,1,1_3,0.24,0.05627,0.0751
8937,1,1_3,0.24,0.09106,0.09033
8938,1,1_3,0.24,0.0524,0.1018
8939,1,1_3,0.24,0.03111,0.0898
8940,1,1_3,0.24,0.04892,0.08026
8941,1,1_3,0.24,0.05048,0.107
8942,1,1_3,0.24,0.04492,0.0887
8943,1,1_3,0.24,0.08496,0.0898
8944,1,1_3,0.24,0.1057,0.1103
8945,1,1_3,0.24,0.09705,0.1021
8946,1,1_3,0.24,0.03934,0.08844
8947,1,1_3,0.24,0.0829,0.0952
8948,1,1_3,0.24,0.0519,0.0791
8949,1,1_3,0.24,0.079,0.08923
8950,1,1_3,0.24,0.07715,0.11127
8951,1,1_3,0.24,0.06226,0.08905
8952,1,1_3,0.24,0.05115,0.08984
8953,1,1_3,0.24,0.1543,0.0858
8954,1,1_3,0.24,0.05356,0.09247
8955,1,1_3,0.24,0.1451,0.09576
8956,1,1_3,0.24,0.04675,0.11414
8957,1,1_3,0.24,0.05618,0.0773
8958,1,1_3,0.24,0.1059,0.1181
8959,1,1_3,0.24,0.0793,0.08545
8960,1,1_3,0.24,0.1323,0.08746
8961,1,1_3,0.24,0.04874,0.08124
8962,1,1_3,0.24,0.05225,0.0818
8963,1,1_3,0.24,0.031,0.07874
8964,1,1_3,0.24,0.04575,0.10187
8965,1,1_3,0.24,0.10767,0.07684
8966,1,1_3,0.24,0.05707,0.0756
8967,1,1_3,0.24,0.03125,0.0814
8968,1,1_3,0.24,0.0421,0.0879
8969,1,1_3,0.24,0.06445,0.09265
8970,1,1_3,0.24,0.05823,0.08563
8971,1,1_3,0.24,0.03833,0.0812
8972,1,1_3,0.24,0.04257,0.077
8973,1,1_3,0.24,0.1273,0.08936
8974,1,1_3,0.24,0.0475,0.0805
8975,1,1_3,0.24,0.0678,0.09033
8976,1,1_3,0.24,0.07587,0.1287
8977,1,1_3,0.24,0.05212,0.0917
8978,1,1_3,0.24,0.06287,0.08344
8979,1,1_3,0.24,0.0411,0.09686
8980,1,1_3,0.24,0.04596,0.08405
8981,1,1_3,0.24,0.0873,0.1274
8982,1,1_3,0.24,0.08344,0.0928
8983,1,1_3,0.24,0.04022,0.0867
8984,1,1_3,0.24,0.05157,0.1068
8985,1,1_3,0.24,0.0874,0.0841
8986,1,1_3,0.24,0.02805,0.0784
8987,1,1_3,0.24,0.1102,0.0868
8988,1,1_3,0.24,0.0419,0.0916
8989,1,1_3,0.24,0.06137,0.0867
8990,1,1_3,0.24,0.1266,0.0979
8991,1,1_3,0.24,0.05072,0.0833
8992,1,1_3,0.24,0.0588,0.08594
8993,1,1_3,0.24,0.0865,0.1121
8994,1,1_3,0.24,0.04553,0.08496
8995,1,1_3,0.24,0.06854,0.0978
8996,1,1_3,0.24,0.0519,0.0866
8997,1,1_3,0.24,0.0877,0.09424
8998,1,1_3,0.24,0.04514,0.0954
8999,1,1_3,0.24,0.04605,0.0815
9000,2,2_1,0.08,0.0539,0.08844
9001,2,2_1,0.08,0.06775,0.08936
9002,2,2_1,0.08,0.03412,0.0683
9003,2,2_1,0.08,0.03174,0.07184
9004,2,2_1,0.08,0.03378,0.072
9005,2,2_1,0.08,0.0755,0.0889
9006,2,2_1,0.08,0.03032,0.07007
9007,2,2_1,0.08,0.04254,0.0811
9008,2,2_1,0.08,0.07336,0.0775
9009,2,2_1,0.08,0.02437,0.06824
9010,2,2_1,0.08,0.0455,0.0943
9011,2,2_1,0.08,0.0732,0.0941
9012,2,2_1,0.08,0.05438,0.09235
9013,2,2_1,0.08,0.06232,0.0788
9014,2,2_1,0.08,0.03592,0.08435
9015,2,2_1,0.08,0.0767,0.09375
9016,2,2_1,0.08,0.0729,0.0773
9017,2,2_1,0.08,0.04575,0.093
9018,2,2_1,0.08,0.05167,0.0722
9019,2,2_1,0.08,0.0305,0.08466
9020,2,2_1,0.08,0.0311,0.07544
9021,2,2_1,0.08,0.06183,0.0821
9022,2,2_1,0.08,0.04175,0.07776
9023,2,2_1,0.08,0.03787,0.0823
9024,2,2_1,0.08,0.02164,0.0697
9025,2,2_1,0.08,0.036,0.08203
9026,2,2_1,0.08,0.03226,0.07153
9027,2,2_1,0.08,0.0667,0.1036
9028,2,2_1,0.08,0.0672,0.083
9029,2,2_1,0.08,0.04865,0.07263
9030,2,2_1,0.08,0.0535,0.0732
9031,2,2_1,0.08,0.0403,0.0767
9032,2,2_1,0.08,0.03336,0.074
9033,2,2_1,0.08,0.02237,0.07214
9034,2,2_1,0.08,0.0205,0.0687
9035,2,2_1,0.08,0.0517,0.08636
9036,2,2_1,0.08,0.0565,0.078
9037,2,2_1,0.08,0.02995,0.0774
9038,2,2_1,0.08,0.02632,0.0807
9039,2,2_1,0.08,0.02837,0.0994
9040,2,2_1,0.08,0.04208,0.0753
9041,2,2_1,0.08,0.0739,0.07965
9042,2,2_1,0.08,0.04306,0.09973
9043,2,2_1,0.08,0.0492,0.0837
9044,2,2_1,0.08,0.058,0.0754
9045,2,2_1,0.08,0.051,0.0794
9046,2,2_1,0.08,0.035,0.0848
9047,2,2_1,0.08,0.04807,0.07806
9048,2,2_1,0.08,0.06192,0.08856
9049,2,2_1,0.08,0.05545,0.0758
9050,2,2_1,0.08,0.03564,0.0759
9051,2,2_1,0.08,0.07715,0.09656
9052,2,2_1,0.08,0.01837,0.0802
9053,2,2_1,0.08,0.03111,0.0726
9054,2,2_1,0.08,0.06036,0.0912
9055,2,2_1,0.08,0.01956,0.07196
9056,2,2_1,0.08,0.03162,0.07404
9057,2,2_1,0.08,0.0447,0.074
9058,2,2_1,0.08,0.07,0.0824
9059,2,2_1,0.08,0.0481,0.0845
9060,2,2_1,0.08,0.05103,0.0774
9061,2,2_1,0.08,0.0694,0.0752
9062,2,2_1,0.08,0.07104,0.0811
9063,2,2_1,0.08,0.048,0.07513
9064,2,2_1,0.08,0.03265,0.0698
9065,2,2_1,0.08,0.05066,0.0755
9066,2,2_1,0.08,0.03375,0.0829
9067,2,2_1,0.08,0.04123,0.0867
9068,2,2_1,0.08,0.0343,0.07526
9069,2,2_1,0.08,0.05435,0.0778
9070,2,2_1,0.08,0.0571,0.08453
9071,2,2_1,0.08,0.0218,0.07214
9072,2,2_1,0.08,0.02036,0.07666
9073,2,2_1,0.08,0.0503,0.10016
9074,2,2_1,0.08,0.03998,0.07135
9075,2,2_1,0.08,0.02202,0.0796
9076,2,2_1,0.08,0.01846,0.0768
9077,2,2_1,0.08,0.06555,0.0822
9078,2,2_1,0.08,0.03757,0.0739
9079,2,2_1,0.08,0.04007,0.0883
9080,2,2_1,0.08,0.02777,0.07166
9081,2,2_1,0.08,0.05542,0.0788
9082,2,2_1,0.08,0.03152,0.07306
9083,2,2_1,0.08,0.02539,0.071
9084,2,2_1,0.08,0.02203,0.07214
9085,2,2_1,0.08,0.06128,0.08813
9086,2,2_1,0.08,0.01912,0.0781
9087,2,2_1,0.08,0.06256,0.1116
9088,2,2_1,0.08,0.06976,0.0859
9089,2,2_1,0.08,0.0752,0.0939
9090,2,2_1,0.08,0.07355,0.0729
9091,2,2_1,0.08,0.0369,0.0725
9092,2,2_1,0.08,0.05896,0.1278
9093,2,2_1,0.08,0.074,0.0888
9094,2,2_1,0.08,0.03497,0.0841
9095,2,2_1,0.08,0.02869,0.0725
9096,2,2_1,0.08,0.038,0.0804
9097,2,2_1,0.08,0.02853,0.06805
9098,2,2_1,0.08,0.02719,0.0785
9099,2,2_1,0.08,0.03004,0.07404
9100,2,2_1,0.08,0.02756,0.0798
9101,2,2_1,0.08,0.03656,0.0767
9102,2,2_1,0.08,0.03314,0.0724
9103,2,2_1,0.08,0.02661,0.07043
9104,2,2_1,0.08,0.03217,0.0796
9105,2,2_1,0.08,0.03592,0.0726
9106,2,2_1,0.08,0.03006,0.0718
9107,2,2_1,0.08,0.02016,0.06946
9108,2,2_1,0.08,0.03333,0.0881
9109,2,2_1,0.08,0.02132,0.07025
9110,2,2_1,0.08,0.04492,0.0797
9111,2,2_1,0.08,0.05185,0.09216
9112,2,2_1,0.08,0.0709,0.0998
9113,2,2_1,0.08,0.0448,0.08356
9114,2,2_1,0.08,0.04834,0.0905
9115,2,2_1,0.08,0.05246,0.0772
9116,2,2_1,0.08,0.05368,0.0902
9117,2,2_1,0.08,0.02893,0.08453
9118,2,2_1,0.08,0.03008,0.0702
9119,2,2_1,0.08,0.02556,0.07025
9120,2,2_1,0.08,0.046,0.077
9121,2,2_1,0.08,0.02292,0.07275
9122,2,2_1,0.08,0.0294,0.0748
9123,2,2_1,0.08,0.0496,0.0801
9124,2,2_1,0.08,0.05368,0.0924
9125,2,2_1,0.08,0.03552,0.0787
9126,2,2_1,0.08,0.07074,0.0974
9127,2,2_1,0.08,0.02419,0.076
9128,2,2_1,0.08,0.0411,0.07764
9129,2,2_1,0.08,0.06274,0.08215
9130,2,2_1,0.08,0.04425,0.07574
9131,2,2_1,0.08,0.0298,0.0777
9132,2,2_1,0.08,0.01698,0.0709
9133,2,2_1,0.08,0.02509,0.0859
9134,2,2_1,0.08,0.0455,0.0888
9135,2,2_1,0.08,0.0378,0.0748
9136,2,2_1,0.08,0.0168,0.0757
9137,2,2_1,0.08,0.03003,0.0819
