,v1_unit,dlgn_unit,upper_bound,ampw,loss
4160,1,1_2,0.16,0.0642,0.09125
4161,1,1_2,0.16,0.03006,0.0698
4162,1,1_2,0.16,0.0727,0.1195
4163,1,1_2,0.16,0.02791,0.07605
4164,1,1_2,0.16,0.02373,0.0776
4165,1,1_2,0.16,0.0291,0.08105
4166,1,1_2,0.16,0.03014,0.07117
4167,1,1_2,0.16,0.02162,0.0807
4168,1,1_2,0.16,0.02443,0.0733
4169,1,1_2,0.16,0.0264,0.0796
4170,1,1_2,0.16,0.02733,0.07227
4171,1,1_2,0.16,0.0321,0.07904
4172,1,1_2,0.16,0.02458,0.09064
4173,1,1_2,0.16,0.0248,0.08746
4174,1,1_2,0.16,0.03177,0.08875
4175,1,1_2,0.16,0.06805,0.1038
4176,1,1_2,0.16,0.03836,0.0827
4177,1,1_2,0.16,0.02376,0.07306
4178,1,1_2,0.16,0.0558,0.1195
4179,1,1_2,0.16,0.02744,0.06995
4180,1,1_2,0.16,0.0425,0.0948
4181,1,1_2,0.16,0.0393,0.07983
4182,1,1_2,0.16,0.03653,0.0817
4183,1,1_2,0.16,0.0492,0.08795
4184,1,1_2,0.16,0.02916,0.07153
4185,1,1_2,0.16,0.02931,0.07166
4186,1,1_2,0.16,0.0404,0.0839
4187,1,1_2,0.16,0.04108,0.0817
4188,1,1_2,0.16,0.02914,0.07367
4189,1,1_2,0.16,0.0546,0.089
4190,1,1_2,0.16,0.02464,0.07056
4191,1,1_2,0.16,0.04376,0.0817
4192,1,1_2,0.16,0.02713,0.08606
4193,1,1_2,0.16,0.03427,0.0889
4194,1,1_2,0.16,0.02466,0.0699
4195,1,1_2,0.16,0.02415,0.0744
4196,1,1_2,0.16,0.0422,0.09973
4197,1,1_2,0.16,0.03018,0.078
4198,1,1_2,0.16,0.04187,0.0805
4199,1,1_2,0.16,0.02968,0.0762
4200,1,1_2,0.16,0.0312,0.09015
4201,1,1_2,0.16,0.02449,0.08075
4202,1,1_2,0.16,0.03415,0.1035
4203,1,1_2,0.16,0.02277,0.0688
4204,1,1_2,0.16,0.0611,0.10614
4205,1,1_2,0.16,0.02791,0.0727
4206,1,1_2,0.16,0.02304,0.0704
4207,1,1_2,0.16,0.02788,0.0704
4208,1,1_2,0.16,0.0343,0.077
4209,1,1_2,0.16,0.035,0.0894
4210,1,1_2,0.16,0.02328,0.06964
4211,1,1_2,0.16,0.03004,0.07855
4212,1,1_2,0.16,0.03137,0.07745
4213,1,1_2,0.16,0.023,0.08704
4214,1,1_2,0.16,0.04578,0.1157
4215,1,1_2,0.16,0.05008,0.10675
4216,1,1_2,0.16,0.02357,0.0745
4217,1,1_2,0.16,0.0871,0.1437
4218,1,1_2,0.16,0.05502,0.11206
4219,1,1_2,0.16,0.05017,0.11774
4220,1,1_2,0.16,0.05048,0.087
4221,1,1_2,0.16,0.02306,0.0741
4222,1,1_2,0.16,0.03223,0.07587
4223,1,1_2,0.16,0.02403,0.07385
4224,1,1_2,0.16,0.0648,0.1086
4225,1,1_2,0.16,0.02817,0.07336
4226,1,1_2,0.16,0.02484,0.08386
4227,1,1_2,0.16,0.03424,0.0761
4228,1,1_2,0.16,0.02206,0.0688
4229,1,1_2,0.16,0.02753,0.081
4230,1,1_2,0.16,0.04263,0.08563
4231,1,1_2,0.16,0.0652,0.0946
4232,1,1_2,0.16,0.02988,0.08575
4233,1,1_2,0.16,0.02533,0.0868
4234,1,1_2,0.16,0.02501,0.06757
4235,1,1_2,0.16,0.02544,0.0729
4236,1,1_2,0.16,0.02328,0.0715
4237,1,1_2,0.16,0.0344,0.09656
4238,1,1_2,0.16,0.03973,0.07623
4239,1,1_2,0.16,0.0304,0.09503
4240,1,1_2,0.16,0.0645,0.10077
4241,1,1_2,0.16,0.03047,0.08276
4242,1,1_2,0.16,0.0264,0.0683
4243,1,1_2,0.16,0.02545,0.08307
4244,1,1_2,0.16,0.03108,0.0898
4245,1,1_2,0.16,0.02554,0.0822
4246,1,1_2,0.16,0.0274,0.07825
4247,1,1_2,0.16,0.06775,0.1031
4248,1,1_2,0.16,0.02644,0.0791
4249,1,1_2,0.16,0.03293,0.0983
4250,1,1_2,0.16,0.0863,0.1075
4251,1,1_2,0.16,0.03038,0.0772
4252,1,1_2,0.16,0.01883,0.0691
4253,1,1_2,0.16,0.02936,0.0744
4254,1,1_2,0.16,0.02452,0.0744
4255,1,1_2,0.16,0.05905,0.0901
4256,1,1_2,0.16,0.05847,0.0891
4257,1,1_2,0.16,0.06616,0.11707
4258,1,1_2,0.16,0.04654,0.0858
4259,1,1_2,0.16,0.0237,0.0677
4260,1,1_2,0.16,0.03183,0.0847
4261,1,1_2,0.16,0.02725,0.074
4262,1,1_2,0.16,0.0319,0.0858
4263,1,1_2,0.16,0.02345,0.0736
4264,1,1_2,0.16,0.03275,0.07574
4265,1,1_2,0.16,0.07776,0.10986
4266,1,1_2,0.16,0.03806,0.0753
4267,1,1_2,0.16,0.0473,0.08844
4268,1,1_2,0.16,0.03476,0.07935
4269,1,1_2,0.16,0.0315,0.07776
4270,1,1_2,0.16,0.02652,0.07605
4271,1,1_2,0.16,0.04596,0.0834
4272,1,1_2,0.16,0.02782,0.0803
4273,1,1_2,0.16,0.04025,0.1072
4274,1,1_2,0.16,0.02184,0.07733
4275,1,1_2,0.16,0.0461,0.1362
4276,1,1_2,0.16,0.0371,0.0789
4277,1,1_2,0.16,0.05197,0.10486
4278,1,1_2,0.16,0.02063,0.07733
4279,1,1_2,0.16,0.0339,0.0781
4280,1,1_2,0.16,0.02502,0.08795
4281,1,1_2,0.16,0.03082,0.0708
4282,1,1_2,0.16,0.04984,0.0942
4283,1,1_2,0.16,0.02707,0.0752
4284,1,1_2,0.16,0.03084,0.07654
4285,1,1_2,0.16,0.03114,0.0878
4286,1,1_2,0.16,0.0242,0.07306
4287,1,1_2,0.16,0.0371,0.08484
4288,1,1_2,0.16,0.02582,0.0717
4289,1,1_2,0.16,0.03424,0.079
4290,1,1_2,0.16,0.044,0.07983
4291,1,1_2,0.16,0.0313,0.08905
4292,1,1_2,0.16,0.05414,0.0984
4293,1,1_2,0.16,0.03152,0.0856
4294,1,1_2,0.16,0.0745,0.10504
4295,1,1_2,0.16,0.03247,0.0813
4296,1,1_2,0.16,0.02608,0.0729
4297,1,1_2,0.16,0.04773,0.0957
4298,1,1_2,0.16,0.0354,0.0804
4299,1,1_2,0.16,0.03613,0.0799
4300,1,1_2,0.16,0.02496,0.0789
4301,1,1_2,0.16,0.03026,0.07404
4302,1,1_2,0.16,0.04785,0.09106
4303,1,1_2,0.16,0.03665,0.0815
4304,1,1_2,0.16,0.02974,0.0801
4305,1,1_2,0.16,0.04785,0.0972
4306,1,1_2,0.16,0.02666,0.07275
4307,1,1_2,0.16,0.03812,0.0772
4308,1,1_2,0.16,0.04984,0.10095
4309,1,1_2,0.16,0.0473,0.11285
4310,1,1_2,0.16,0.02347,0.07544
4311,1,1_2,0.16,0.02925,0.07446
4312,1,1_2,0.16,0.04605,0.0951
4313,1,1_2,0.16,0.02655,0.0919
4314,1,1_2,0.16,0.02728,0.0737
4315,1,1_2,0.16,0.03062,0.07983
4316,1,1_2,0.16,0.0491,0.08673
4317,1,1_2,0.16,0.0865,0.0974
4318,1,1_2,0.16,0.02895,0.0839
4319,1,1_2,0.16,0.03275,0.0776
4320,1,1_2,0.16,0.02805,0.0712
4321,1,1_2,0.16,0.03032,0.0829
4322,1,1_2,0.16,0.0937,0.1473
4323,1,1_2,0.16,0.02034,0.0829
4324,1,1_2,0.16,0.02898,0.0814
4325,1,1_2,0.16,0.04422,0.08923
4326,1,1_2,0.16,0.03406,0.09393
4327,1,1_2,0.16,0.02518,0.07324
4328,1,1_2,0.16,0.02249,0.0724
4329,1,1_2,0.16,0.0335,0.082
4330,1,1_2,0.16,0.04596,0.1029
4331,1,1_2,0.16,0.02736,0.0706
4332,1,1_2,0.16,0.02835,0.0749
4333,1,1_2,0.16,0.03787,0.09814
4334,1,1_2,0.16,0.05222,0.1012
4335,1,1_2,0.16,0.02917,0.081
4336,1,1_2,0.16,0.028,0.07745
4337,1,1_2,0.16,0.02513,0.08307
4338,1,1_2,0.16,0.05484,0.11035
4339,1,1_2,0.16,0.02823,0.07324
4340,1,1_2,0.16,0.03793,0.08777
4341,1,1_2,0.16,0.01967,0.0783
4342,1,1_2,0.16,0.05725,0.099
4343,1,1_2,0.16,0.03622,0.0881
4344,1,1_2,0.16,0.03952,0.075
4345,1,1_2,0.16,0.02687,0.09015
4346,1,1_2,0.16,0.03638,0.0878
4347,1,1_2,0.16,0.02763,0.07086
4348,1,1_2,0.16,0.02565,0.0764
4349,1,1_2,0.16,0.05798,0.1185
4350,1,1_2,0.16,0.0279,0.0812
4351,1,1_2,0.16,0.03546,0.093
4352,1,1_2,0.16,0.03232,0.0753
4353,1,1_2,0.16,0.04333,0.1029
4354,1,1_2,0.16,0.03415,0.0809
4355,1,1_2,0.16,0.02803,0.0814
4356,1,1_2,0.16,0.05093,0.09503
4357,1,1_2,0.16,0.02998,0.0785
4358,1,1_2,0.16,0.03415,0.074
4359,1,1_2,0.16,0.03644,0.0889
4360,1,1_2,0.16,0.0251,0.073
4361,1,1_2,0.16,0.0467,0.0826
4362,1,1_2,0.16,0.04675,0.08167
4363,1,1_2,0.16,0.05106,0.0982
4364,1,1_2,0.16,0.0367,0.0817
4365,1,1_2,0.16,0.03284,0.0965
4366,1,1_2,0.16,0.04114,0.11285
4367,1,1_2,0.16,0.0369,0.0783
4368,1,1_2,0.16,0.02975,0.08356
4369,1,1_2,0.16,0.09467,0.116
4370,1,1_2,0.16,0.02629,0.0722
4371,1,1_2,0.16,0.05283,0.08514
4372,1,1_2,0.16,0.04562,0.083
4373,1,1_2,0.16,0.04028,0.119
4374,1,1_2,0.16,0.03653,0.0884
4375,1,1_2,0.16,0.022,0.0732
4376,1,1_2,0.16,0.02377,0.072
4377,1,1_2,0.16,0.02875,0.07666
4378,1,1_2,0.16,0.03503,0.07916
4379,1,1_2,0.16,0.0286,0.0789
4380,1,1_2,0.16,0.02747,0.083
4381,1,1_2,0.16,0.04422,0.08984
4382,1,1_2,0.16,0.02513,0.0745
4383,1,1_2,0.16,0.02815,0.0891
4384,1,1_2,0.16,0.03198,0.07446
4385,1,1_2,0.16,0.03387,0.09393
4386,1,1_2,0.16,0.04422,0.1136
4387,1,1_2,0.16,0.0257,0.07623
4388,1,1_2,0.16,0.0239,0.07404
4389,1,1_2,0.16,0.0332,0.08765
4390,1,1_2,0.16,0.03415,0.08246
4391,1,1_2,0.16,0.05005,0.0889
4392,1,1_2,0.16,0.02438,0.07764
4393,1,1_2,0.16,0.02579,0.0883
4394,1,1_2,0.16,0.0342,0.0751
4395,1,1_2,0.16,0.03125,0.07635
4396,1,1_2,0.16,0.03992,0.1156
4397,1,1_2,0.16,0.03058,0.08496
4398,1,1_2,0.16,0.02507,0.0693
4399,1,1_2,0.16,0.03244,0.0785
4400,1,1_2,0.16,0.04425,0.09106
4401,1,1_2,0.16,0.02371,0.08185
4402,1,1_2,0.16,0.049,0.09296
4403,1,1_2,0.16,0.02625,0.0948
4404,1,1_2,0.16,0.03096,0.0873
4405,1,1_2,0.16,0.02641,0.0734
4406,1,1_2,0.16,0.04056,0.0798
4407,1,1_2,0.16,0.03076,0.081
4408,1,1_2,0.16,0.03918,0.104
4409,1,1_2,0.16,0.02779,0.0744
4410,1,1_2,0.16,0.02895,0.08734
4411,1,1_2,0.16,0.03604,0.09125
4412,1,1_2,0.16,0.04727,0.0982
4413,1,1_2,0.16,0.06088,0.10016
4414,1,1_2,0.16,0.0479,0.0894
4415,1,1_2,0.16,0.03143,0.0895
4416,1,1_2,0.16,0.03845,0.0815
4417,1,1_2,0.16,0.03128,0.07764
4418,1,1_2,0.16,0.04553,0.0972
4419,1,1_2,0.16,0.073,0.10944
4420,1,1_2,0.16,0.04498,0.0878
4421,1,1_2,0.16,0.0477,0.09186
4422,1,1_2,0.16,0.04068,0.08386
4423,1,1_2,0.16,0.02824,0.0756
4424,1,1_2,0.16,0.04593,0.08026
4425,1,1_2,0.16,0.03958,0.0814
4426,1,1_2,0.16,0.1064,0.126
4427,1,1_2,0.16,0.02501,0.0785
4428,1,1_2,0.16,0.03214,0.07245
4429,1,1_2,0.16,0.02043,0.0782
4430,1,1_2,0.16,0.03976,0.0912
4431,1,1_2,0.16,0.02475,0.07043
4432,1,1_2,0.16,0.05606,0.10583
4433,1,1_2,0.16,0.02385,0.0705
4434,1,1_2,0.16,0.02594,0.0739
4435,1,1_2,0.16,0.02704,0.0852
4436,1,1_2,0.16,0.03464,0.0807
4437,1,1_2,0.16,0.039,0.0787
4438,1,1_2,0.16,0.021,0.0774
4439,1,1_2,0.16,0.04797,0.0812
4440,1,1_2,0.16,0.0501,0.09656
4441,1,1_2,0.16,0.02167,0.0776
4442,1,1_2,0.16,0.0551,0.0976
4443,1,1_2,0.16,0.02495,0.07465
4444,1,1_2,0.16,0.022,0.0756
4445,1,1_2,0.16,0.044,0.0825
4446,1,1_2,0.16,0.03262,0.0807
4447,1,1_2,0.16,0.03806,0.0998
4448,1,1_2,0.16,0.03745,0.0809
4449,1,1_2,0.16,0.03125,0.0767
4450,1,1_2,0.16,0.04007,0.08264
4451,1,1_2,0.16,0.04684,0.11017
4452,1,1_2,0.16,0.03253,0.0788
4453,1,1_2,0.16,0.03485,0.07886
4454,1,1_2,0.16,0.07983,0.1077
4455,1,1_2,0.16,0.02756,0.0809
4456,1,1_2,0.16,0.03406,0.09296
4457,1,1_2,0.16,0.0319,0.0799
4458,1,1_2,0.16,0.04797,0.1056
4459,1,1_2,0.16,0.03062,0.07477
4460,1,1_2,0.16,0.03056,0.0854
4461,1,1_2,0.16,0.0288,0.07336
4462,1,1_2,0.16,0.0322,0.0731
4463,1,1_2,0.16,0.02505,0.0778
4464,1,1_2,0.16,0.03665,0.0948
4465,1,1_2,0.16,0.02293,0.0762
4466,1,1_2,0.16,0.03117,0.07996
4467,1,1_2,0.16,0.02725,0.0826
4468,1,1_2,0.16,0.04837,0.0933
4469,1,1_2,0.16,0.02257,0.0747
4470,1,1_2,0.16,0.0315,0.0776
4471,1,1_2,0.16,0.03223,0.0792
4472,1,1_2,0.16,0.02345,0.0824
4473,1,1_2,0.16,0.02205,0.0705
4474,1,1_2,0.16,0.0235,0.08203
4475,1,1_2,0.16,0.03842,0.09064
4476,1,1_2,0.16,0.02962,0.0737
4477,1,1_2,0.16,0.04257,0.0842
4478,1,1_2,0.16,0.0282,0.07654
4479,1,1_2,0.16,0.0318,0.07776
4480,1,1_2,0.16,0.02275,0.0711
4481,1,1_2,0.16,0.02643,0.0811
4482,1,1_2,0.16,0.02736,0.07196
4483,1,1_2,0.16,0.0349,0.0775
4484,1,1_2,0.16,0.03998,0.0767
4485,1,1_2,0.16,0.02896,0.0883
4486,1,1_2,0.16,0.1109,0.11847
4487,1,1_2,0.16,0.02336,0.0733
4488,1,1_2,0.16,0.03967,0.0901
4489,1,1_2,0.16,0.02286,0.0712
4490,1,1_2,0.16,0.0338,0.08435
4491,1,1_2,0.16,0.02966,0.0796
4492,1,1_2,0.16,0.03455,0.076
4493,1,1_2,0.16,0.03027,0.08453
4494,1,1_2,0.16,0.02087,0.08435
4495,1,1_2,0.16,0.02655,0.072
4496,1,1_2,0.16,0.03488,0.07916
4497,1,1_2,0.16,0.0467,0.10156
4498,1,1_2,0.16,0.03108,0.0765
4499,1,1_2,0.16,0.02974,0.1114
4500,1,1_2,0.16,0.05197,0.10846
4501,1,1_2,0.16,0.03772,0.09283
4502,1,1_2,0.16,0.03537,0.07733
4503,1,1_2,0.16,0.0375,0.0913
4504,1,1_2,0.16,0.0258,0.0931
4505,1,1_2,0.16,0.04028,0.09894
4506,1,1_2,0.16,0.02519,0.07526
4507,1,1_2,0.16,0.02644,0.07245
4508,1,1_2,0.16,0.03708,0.09424
4509,1,1_2,0.16,0.02888,0.0779
4510,1,1_2,0.16,0.03802,0.0808
4511,1,1_2,0.16,0.04398,0.0984
4512,1,1_2,0.16,0.04608,0.0885
4513,1,1_2,0.16,0.0248,0.0767
4514,1,1_2,0.16,0.0238,0.07294
4515,1,1_2,0.16,0.02432,0.0727
4516,1,1_2,0.16,0.0593,0.10803
4517,1,1_2,0.16,0.03009,0.09564
4518,1,1_2,0.16,0.03308,0.0816
4519,1,1_2,0.16,0.07556,0.1222
4520,1,1_2,0.16,0.05322,0.09644
4521,1,1_2,0.16,0.03955,0.0924
4522,1,1_2,0.16,0.02455,0.071
4523,1,1_2,0.16,0.0288,0.0733
4524,1,1_2,0.16,0.02937,0.098
4525,1,1_2,0.16,0.02774,0.0747
4526,1,1_2,0.16,0.04614,0.11865
4527,1,1_2,0.16,0.0351,0.07544
4528,1,1_2,0.16,0.0477,0.09357
4529,1,1_2,0.16,0.02982,0.08527
4530,1,1_2,0.16,0.02292,0.0704
4531,1,1_2,0.16,0.03156,0.08844
4532,1,1_2,0.16,0.02803,0.0751
4533,1,1_2,0.16,0.02866,0.07715
4534,1,1_2,0.16,0.02615,0.10034
4535,1,1_2,0.16,0.0245,0.087
4536,1,1_2,0.16,0.0404,0.09143
4537,1,1_2,0.16,0.02115,0.07635
4538,1,1_2,0.16,0.03757,0.0871
4539,1,1_2,0.16,0.03912,0.097
4540,1,1_2,0.16,0.1105,0.11694
4541,1,1_2,0.16,0.02475,0.07684
4542,1,1_2,0.16,0.02168,0.0761
4543,1,1_2,0.16,0.04132,0.0786
4544,1,1_2,0.16,0.03043,0.0798
4545,1,1_2,0.16,0.04248,0.09143
4546,1,1_2,0.16,0.03384,0.076
4547,1,1_2,0.16,0.02634,0.07184
4548,1,1_2,0.16,0.03876,0.07916
4549,1,1_2,0.16,0.0838,0.1317
4550,1,1_2,0.16,0.02724,0.0749
4551,1,1_2,0.16,0.05392,0.08673
4552,1,1_2,0.16,0.02713,0.0716
4553,1,1_2,0.16,0.0304,0.07886
4554,1,1_2,0.16,0.02919,0.07385
4555,1,1_2,0.16,0.0287,0.0786
4556,1,1_2,0.16,0.02663,0.07294
4557,1,1_2,0.16,0.03415,0.0846
4558,1,1_2,0.16,0.02448,0.0751
4559,1,1_2,0.16,0.0244,0.0698
4560,1,1_2,0.16,0.02896,0.0906
4561,1,1_2,0.16,0.0396,0.09045
4562,1,1_2,0.16,0.03503,0.0935
4563,1,1_2,0.16,0.0315,0.0831
4564,1,1_2,0.16,0.03012,0.0935
4565,1,1_2,0.16,0.03156,0.07794
4566,1,1_2,0.16,0.04102,0.1145
4567,1,1_2,0.16,0.0552,0.1134
4568,1,1_2,0.16,0.02367,0.0726
4569,1,1_2,0.16,0.073,0.10736
4570,1,1_2,0.16,0.02596,0.07837
4571,1,1_2,0.16,0.02226,0.07367
4572,1,1_2,0.16,0.03687,0.08325
4573,1,1_2,0.16,0.02759,0.0767
4574,1,1_2,0.16,0.0251,0.07086
4575,1,1_2,0.16,0.0319,0.07605
4576,1,1_2,0.16,0.04385,0.10175
4577,1,1_2,0.16,0.02255,0.0721
4578,1,1_2,0.16,0.04562,0.08136
4579,1,1_2,0.16,0.0366,0.0934
4580,1,1_2,0.16,0.02988,0.07886
4581,1,1_2,0.16,0.02277,0.07336
4582,1,1_2,0.16,0.02809,0.0726
4583,1,1_2,0.16,0.02452,0.0751
4584,1,1_2,0.16,0.02544,0.07465
4585,1,1_2,0.16,0.0829,0.12463
4586,1,1_2,0.16,0.02698,0.0726
4587,1,1_2,0.16,0.02942,0.07635
4588,1,1_2,0.16,0.02252,0.0746
4589,1,1_2,0.16,0.0271,0.0795
4590,1,1_2,0.16,0.02087,0.0756
4591,1,1_2,0.16,0.0367,0.08954
4592,1,1_2,0.16,0.03168,0.08844
4593,1,1_2,0.16,0.03918,0.0882
4594,1,1_2,0.16,0.03976,0.08386
4595,1,1_2,0.16,0.03192,0.0861
4596,1,1_2,0.16,0.02956,0.07855
4597,1,1_2,0.16,0.0356,0.07886
4598,1,1_2,0.16,0.0641,0.0907
4599,1,1_2,0.16,0.02885,0.082
4600,1,1_2,0.16,0.02364,0.07184
4601,1,1_2,0.16,0.02654,0.0763
4602,1,1_2,0.16,0.03867,0.0876
4603,1,1_2,0.16,0.02821,0.0792
4604,1,1_2,0.16,0.03546,0.0844
4605,1,1_2,0.16,0.0294,0.07275
4606,1,1_2,0.16,0.03284,0.0898
4607,1,1_2,0.16,0.02641,0.07477
4608,1,1_2,0.16,0.02573,0.0729
4609,1,1_2,0.16,0.02814,0.07666
4610,1,1_2,0.16,0.02637,0.0697
4611,1,1_2,0.16,0.03275,0.0757
4612,1,1_2,0.16,0.02525,0.0926
4613,1,1_2,0.16,0.03952,0.0907
4614,1,1_2,0.16,0.06024,0.1145
4615,1,1_2,0.16,0.0317,0.0797
4616,1,1_2,0.16,0.02771,0.0788
4617,1,1_2,0.16,0.02841,0.08624
4618,1,1_2,0.16,0.05545,0.0899
4619,1,1_2,0.16,0.04245,0.0913
4620,1,1_2,0.16,0.03006,0.08636
4621,1,1_2,0.16,0.03812,0.0837
4622,1,1_2,0.16,0.0377,0.0903
4623,1,1_2,0.16,0.02579,0.08563
4624,1,1_2,0.16,0.04608,0.0991
4625,1,1_2,0.16,0.0475,0.0865
4626,1,1_2,0.16,0.03583,0.0727
4627,1,1_2,0.16,0.0371,0.08307
4628,1,1_2,0.16,0.02727,0.0736
4629,1,1_2,0.16,0.03625,0.0862
4630,1,1_2,0.16,0.04718,0.08386
4631,1,1_2,0.16,0.02881,0.07794
4632,1,1_2,0.16,0.04053,0.08826
4633,1,1_2,0.16,0.03625,0.0844
4634,1,1_2,0.16,0.0687,0.1312
4635,1,1_2,0.16,0.04477,0.099
4636,1,1_2,0.16,0.04935,0.0947
4637,1,1_2,0.16,0.02391,0.07294
4638,1,1_2,0.16,0.02983,0.0777
4639,1,1_2,0.16,0.1062,0.0976
4640,1,1_2,0.16,0.02138,0.07245
4641,1,1_2,0.16,0.0268,0.07355
4642,1,1_2,0.16,0.04285,0.0937
4643,1,1_2,0.16,0.03284,0.07367
4644,1,1_2,0.16,0.03143,0.0766
4645,1,1_2,0.16,0.02214,0.07623
4646,1,1_2,0.16,0.0344,0.0941
4647,1,1_2,0.16,0.02563,0.07556
4648,1,1_2,0.16,0.10913,0.1277
4649,1,1_2,0.16,0.0381,0.10626
4650,1,1_2,0.16,0.04712,0.10394
4651,1,1_2,0.16,0.02864,0.0778
4652,1,1_2,0.16,0.0316,0.0735
4653,1,1_2,0.16,0.02354,0.0733
4654,1,1_2,0.16,0.02893,0.08325
4655,1,1_2,0.16,0.0364,0.0891
4656,1,1_2,0.16,0.02563,0.0729
4657,1,1_2,0.16,0.02747,0.07605
4658,1,1_2,0.16,0.0798,0.10455
4659,1,1_2,0.16,0.03041,0.08136
4660,1,1_2,0.16,0.02254,0.0763
4661,1,1_2,0.16,0.0378,0.07996
4662,1,1_2,0.16,0.04446,0.0898
4663,1,1_2,0.16,0.04782,0.09094
4664,1,1_2,0.16,0.02368,0.0741
4665,1,1_2,0.16,0.02802,0.0723
4666,1,1_2,0.16,0.05228,0.104
4667,1,1_2,0.16,0.02574,0.07074
4668,1,1_2,0.16,0.02618,0.0769
4669,1,1_2,0.16,0.03754,0.10095
4670,1,1_2,0.16,0.02835,0.0795
4671,1,1_2,0.16,0.0566,0.1293
4672,1,1_2,0.16,0.03096,0.09106
4673,1,1_2,0.16,0.03137,0.07416
4674,1,1_2,0.16,0.03192,0.07715
4675,1,1_2,0.16,0.02325,0.0792
4676,1,1_2,0.16,0.024,0.07074
4677,1,1_2,0.16,0.02121,0.07245
4678,1,1_2,0.16,0.02805,0.07715
4679,1,1_2,0.16,0.02998,0.0766
4680,1,1_2,0.16,0.0465,0.08026
4681,1,1_2,0.16,0.02328,0.06995
4682,1,1_2,0.16,0.0718,0.1062
4683,1,1_2,0.16,0.04092,0.0948
4684,1,1_2,0.16,0.03003,0.0875
4685,1,1_2,0.16,0.03268,0.09155
4686,1,1_2,0.16,0.08887,0.1182
4687,1,1_2,0.16,0.02261,0.075
4688,1,1_2,0.16,0.0279,0.08453
4689,1,1_2,0.16,0.0279,0.0782
4690,1,1_2,0.16,0.04303,0.0841
4691,1,1_2,0.16,0.0444,0.0889
4692,1,1_2,0.16,0.07214,0.0993
4693,1,1_2,0.16,0.02238,0.07324
4694,1,1_2,0.16,0.02733,0.0737
4695,1,1_2,0.16,0.02446,0.074
4696,1,1_2,0.16,0.02292,0.07104
4697,1,1_2,0.16,0.04636,0.10565
4698,1,1_2,0.16,0.02953,0.0765
4699,1,1_2,0.16,0.03732,0.0867
4700,1,1_2,0.16,0.0546,0.10846
4701,1,1_2,0.16,0.03105,0.0804
4702,1,1_2,0.16,0.05408,0.10754
4703,1,1_2,0.16,0.0348,0.0957
4704,1,1_2,0.16,0.04,0.0975
4705,1,1_2,0.16,0.02382,0.0745
4706,1,1_2,0.16,0.045,0.0833
4707,1,1_2,0.16,0.02457,0.07635
4708,1,1_2,0.16,0.0357,0.10516
4709,1,1_2,0.16,0.02925,0.0723
4710,1,1_2,0.16,0.0417,0.1185
4711,1,1_2,0.16,0.03455,0.0757
4712,1,1_2,0.16,0.02489,0.0773
4713,1,1_2,0.16,0.0698,0.10846
4714,1,1_2,0.16,0.03885,0.0861
4715,1,1_2,0.16,0.04166,0.08594
4716,1,1_2,0.16,0.02953,0.08057
4717,1,1_2,0.16,0.02664,0.08966
4718,1,1_2,0.16,0.04282,0.0914
4719,1,1_2,0.16,0.02551,0.08276
4720,1,1_2,0.16,0.02682,0.07184
4721,1,1_2,0.16,0.0248,0.0731
4722,1,1_2,0.16,0.05698,0.1093
4723,1,1_2,0.16,0.03436,0.07465
4724,1,1_2,0.16,0.036,0.0835
4725,1,1_2,0.16,0.078,0.1182
4726,1,1_2,0.16,0.0315,0.0883
4727,1,1_2,0.16,0.03387,0.0927
4728,1,1_2,0.16,0.0325,0.08014
4729,1,1_2,0.16,0.02528,0.0738
4730,1,1_2,0.16,0.02592,0.0733
4731,1,1_2,0.16,0.03836,0.105
4732,1,1_2,0.16,0.04263,0.0937
4733,1,1_2,0.16,0.03622,0.08136
4734,1,1_2,0.16,0.02908,0.07715
4735,1,1_2,0.16,0.04376,0.09564
4736,1,1_2,0.16,0.02164,0.0831
4737,1,1_2,0.16,0.02415,0.0748
4738,1,1_2,0.16,0.0367,0.0821
4739,1,1_2,0.16,0.02765,0.0745
4740,1,1_2,0.16,0.02554,0.0793
4741,1,1_2,0.16,0.02629,0.0714
4742,1,1_2,0.16,0.04196,0.08386
4743,1,1_2,0.16,0.03516,0.081
4744,1,1_2,0.16,0.0321,0.07764
4745,1,1_2,0.16,0.02676,0.0786
4746,1,1_2,0.16,0.02777,0.07294
4747,1,1_2,0.16,0.05362,0.09186
4748,1,1_2,0.16,0.0386,0.09625
4749,1,1_2,0.16,0.04803,0.0863
4750,1,1_2,0.16,0.0251,0.0697
4751,1,1_2,0.16,0.02664,0.0815
4752,1,1_2,0.16,0.0605,0.10535
4753,1,1_2,0.16,0.02036,0.0775
4754,1,1_2,0.16,0.03784,0.07886
4755,1,1_2,0.16,0.0327,0.0839
4756,1,1_2,0.16,0.03117,0.0931
4757,1,1_2,0.16,0.02325,0.0769
4758,1,1_2,0.16,0.03085,0.0942
4759,1,1_2,0.16,0.02608,0.0872
4760,1,1_2,0.16,0.02625,0.07654
4761,1,1_2,0.16,0.04614,0.0923
4762,1,1_2,0.16,0.02348,0.0849
4763,1,1_2,0.16,0.0356,0.0763
4764,1,1_2,0.16,0.0342,0.09204
4765,1,1_2,0.16,0.06235,0.1242
4766,1,1_2,0.16,0.05396,0.1149
4767,1,1_2,0.16,0.02782,0.0977
4768,1,1_2,0.16,0.02841,0.0711
